sensor_type,device_type,timestamps,ssid,bssid,frequency,level 
wlan,smartphone,1454959781896930789,PCC Free Range Wifi,6c:f3:7f:2d:12:dd,5540.000,-86.000
wlan,smartphone,1454959781896863685,pcc-dev,6c:f3:7f:2d:12:db,5540.000,-84.000
wlan,smartphone,1454959781896350101,pcc-corp,6c:f3:7f:2d:05:72,2462.000,-58.000
wlan,smartphone,1454959781896223143,xfinitywifi,60:02:92:f0:95:1a,2412.000,-69.000
wlan,smartphone,1454959778386322091,CBCI-691D-2.4,60:02:92:f0:95:18,2412.000,-72.000
wlan,smartphone,1454959781896967737,,02:18:1a:79:0b:c7,5805.000,-86.000
wlan,smartphone,1454959781896466206,pcc-byod,6c:f3:7f:2d:05:7c,5180.000,-52.000
wlan,smartphone,1454959781896431299,pcc-corp,6c:f3:7f:2d:05:7a,5180.000,-52.000
wlan,smartphone,1454959781896442924,PCC Free Range Wifi,6c:f3:7f:2d:05:7d,5180.000,-52.000
wlan,smartphone,1454959781896261081,pcc-dev,6c:f3:7f:2d:05:73,2462.000,-58.000
wlan,smartphone,1454959778386546174,pcc-dev,6c:f3:7f:2d:05:7b,5180.000,-52.000
wlan,smartphone,1454959781896321008,pcc-byod,6c:f3:7f:c4:96:d4,2462.000,-71.000
wlan,smartphone,1454959781896090268,pcc-byod,6c:f3:7f:2c:e5:a4,2437.000,-66.000
wlan,smartphone,1454959781896120049,,00:18:0a:79:0b:c7,2437.000,-74.000
wlan,smartphone,1454959781896132247,pcc-byod,6c:f3:7f:2d:05:74,2462.000,-58.000
wlan,smartphone,1454959781895924101,pcc-corp,6c:f3:7f:2d:12:d2,2412.000,-83.000
wlan,smartphone,1454959781895932622,PCC Free Range Wifi,6c:f3:7f:2d:12:d5,2412.000,-81.000
wlan,smartphone,1454959778386091726,pcc-byod,6c:f3:7f:2d:12:d4,2412.000,-87.000
wlan,smartphone,1454959781896674883,xfinitywifi,60:02:92:ef:a5:5a,5765.000,-70.000
wlan,smartphone,1454959778386142570,pcc-dev,6c:f3:7f:2c:e5:a3,2437.000,-65.000
wlan,smartphone,1454959781896088414,pcc-corp,6c:f3:7f:c4:96:d2,2462.000,-71.000
wlan,smartphone,1454959781896464404,pcc-byod,6c:f3:7f:2d:12:dc,5540.000,-85.000
wlan,smartphone,1454959781896184768,,02:18:1a:79:0b:72,5200.000,-84.000
wlan,smartphone,1454959781895780122,pcc-dev,6c:f3:7f:2d:12:d3,2412.000,-82.000
wlan,smartphone,1454959781895931695,PCC Free Range Wifi,6c:f3:7f:2d:05:75,2462.000,-58.000
wlan,smartphone,1454959778385942935,WM558835,00:06:66:55:88:35,2412.000,-77.000
wlan,smartphone,1454959781895965779,pcc-dev,6c:f3:7f:c4:96:d3,2462.000,-70.000
wlan,smartphone,1454959781895897976,pcc-byod,6c:f3:7f:2d:0e:54,2462.000,-82.000
wlan,smartphone,1454959781895862174,pcc-corp,6c:f3:7f:2d:0e:52,2462.000,-83.000
wlan,smartphone,1454959781895748320,HP-Print-CB-Officejet Pro 6830,d0:bf:9c:cb:a5:cb,2437.000,-85.000
wlan,smartphone,1454959781895592591,,8c:b6:4f:22:2d:40,2412.000,-87.000
wlan,smartphone,1454959781895891799,PCC Free Range Wifi,6c:f3:7f:c4:96:d5,2462.000,-71.000
wlan,smartphone,1454959781895805799,PCC Free Range Wifi,6c:f3:7f:2d:0e:55,2462.000,-82.000
wlan,smartphone,1454959781895641320,HP-Print-4A-Officejet 7610,d4:c9:ef:5d:e4:4a,2412.000,-83.000
wlan,smartphone,1454959781895487581,officedepot,8c:b6:4f:22:2d:43,2412.000,-84.000
wlan,smartphone,1454959785346388529,pcc-dev,6c:f3:7f:2c:e5:ab,5300.000,-58.000
wlan,smartphone,1454959785346351144,pcc-corp,6c:f3:7f:2c:e5:aa,5300.000,-58.000
wlan,smartphone,1454959785346385915,pcc-byod,6c:f3:7f:c4:96:dc,5660.000,-64.000
wlan,smartphone,1454959785345863467,CBCI-691D-5,60:02:92:ef:a5:58,5765.000,-66.000
wlan,smartphone,1454959785345818571,pcc-corp,6c:f3:7f:c4:96:da,5660.000,-63.000
wlan,smartphone,1454959785345770863,PCC Free Range Wifi,6c:f3:7f:2c:e5:ad,5300.000,-58.000
wlan,smartphone,1454959785345801332,PCC Free Range Wifi,6c:f3:7f:c4:96:dd,5660.000,-64.000
wlan,smartphone,1454959785345774613,pcc-dev,6c:f3:7f:c4:96:db,5660.000,-63.000
wlan,smartphone,1454959785345284978,pcc-corp,6c:f3:7f:2c:e5:a2,2437.000,-69.000
wlan,smartphone,1454959785345671248,pcc-dev,6c:f3:7f:2d:0e:5b,5260.000,-77.000
wlan,smartphone,1454959785345658853,pcc-byod,6c:f3:7f:2d:0e:5c,5260.000,-77.000
wlan,smartphone,1454959785345625415,pcc-corp,6c:f3:7f:2d:0e:5a,5260.000,-77.000
wlan,smartphone,1454959785345627748,PCC Free Range Wifi,6c:f3:7f:2d:0e:5d,5260.000,-77.000
wlan,smartphone,1454959785345647019,pcc-corp,6c:f3:7f:2d:12:da,5540.000,-87.000
wlan,smartphone,1454959785345194019,PCC Free Range Wifi,6c:f3:7f:2c:e5:a5,2437.000,-69.000
wlan,smartphone,1454959785345630290,PCC Free Range Wifi,6c:f3:7f:2d:12:dd,5540.000,-86.000
wlan,smartphone,1454959785345600238,pcc-dev,6c:f3:7f:2d:12:db,5540.000,-87.000
wlan,smartphone,1454959785345169665,pcc-corp,6c:f3:7f:2d:05:72,2462.000,-59.000
wlan,smartphone,1454959785345057801,xfinitywifi,60:02:92:f0:95:1a,2412.000,-68.000
wlan,smartphone,1454959785345038436,CBCI-691D-2.4,60:02:92:f0:95:18,2412.000,-68.000
wlan,smartphone,1454959785345587019,,02:18:1a:79:0b:c7,5805.000,-86.000
wlan,smartphone,1454959785345449905,pcc-byod,6c:f3:7f:2d:05:7c,5180.000,-49.000
wlan,smartphone,1454959785345418040,pcc-corp,6c:f3:7f:2d:05:7a,5180.000,-49.000
wlan,smartphone,1454959785345421353,PCC Free Range Wifi,6c:f3:7f:2d:05:7d,5180.000,-49.000
wlan,smartphone,1454959785345071363,pcc-dev,6c:f3:7f:2d:05:73,2462.000,-60.000
wlan,smartphone,1454959785345382311,pcc-dev,6c:f3:7f:2d:05:7b,5180.000,-50.000
wlan,smartphone,1454959785345339186,pcc-byod,6c:f3:7f:c4:96:d4,2462.000,-70.000
wlan,smartphone,1454959785345972571,pcc-byod,6c:f3:7f:2c:e5:a4,2437.000,-69.000
wlan,smartphone,1454959785345972863,,00:18:0a:79:0b:c7,2437.000,-75.000
wlan,smartphone,1454959785345969915,pcc-byod,6c:f3:7f:2d:05:74,2462.000,-58.000
wlan,smartphone,1454959785345889655,pcc-corp,6c:f3:7f:2d:12:d2,2412.000,-80.000
wlan,smartphone,1454959785345877978,PCC Free Range Wifi,6c:f3:7f:2d:12:d5,2412.000,-78.000
wlan,smartphone,1454959785345806405,pcc-byod,6c:f3:7f:2d:12:d4,2412.000,-82.000
wlan,smartphone,1454959785346317957,xfinitywifi,60:02:92:ef:a5:5a,5765.000,-66.000
wlan,smartphone,1454959785345818082,pcc-dev,6c:f3:7f:2c:e5:a3,2437.000,-69.000
wlan,smartphone,1454959785346133134,pcc-corp,6c:f3:7f:c4:96:d2,2462.000,-71.000
wlan,smartphone,1454959785346227373,pcc-byod,6c:f3:7f:2d:12:dc,5540.000,-86.000
wlan,smartphone,1454959785346144478,,02:18:1a:79:0b:72,5200.000,-81.000
wlan,smartphone,1454959785345781478,PCC Free Range Wifi,6c:f3:7f:2d:05:75,2462.000,-59.000
wlan,smartphone,1454959785345662426,WM558835,00:06:66:55:88:35,2412.000,-69.000
wlan,smartphone,1454959785346051061,pcc-dev,6c:f3:7f:c4:96:d3,2462.000,-71.000
wlan,smartphone,1454959785345693498,HP-Print-CB-Officejet Pro 6830,d0:bf:9c:cb:a5:cb,2437.000,-86.000
wlan,smartphone,1454959785345683790,PCC Free Range Wifi,6c:f3:7f:c4:96:d5,2462.000,-71.000
wlan,smartphone,1454959785345662488,PCC Free Range Wifi,6c:f3:7f:2d:0e:55,2462.000,-80.000
wlan,smartphone,1454959785345607759,officedepot,8c:b6:4f:22:2d:43,2412.000,-88.000
wlan,smartphone,1454959785345592488,,00:18:0a:79:0b:72,2412.000,-70.000
wlan,smartphone,1454959785345628176,pcc-dev,6c:f3:7f:2d:0e:53,2462.000,-82.000
wlan,smartphone,1454959785345537603,,8c:b6:4f:22:2d:41,2412.000,-85.000
wlan,smartphone,1454959785345905436,HP-Print-6E-Officejet Pro X476dw,2c:59:e5:b7:1d:6e,2462.000,-89.000
wlan,smartphone,1454959788756632886,pcc-byod,6c:f3:7f:2c:e5:ac,5300.000,-62.000
wlan,smartphone,1454959788756517823,pcc-dev,6c:f3:7f:2c:e5:ab,5300.000,-62.000
wlan,smartphone,1454959788756436146,pcc-corp,6c:f3:7f:2c:e5:aa,5300.000,-62.000
wlan,smartphone,1454959788756515605,pcc-byod,6c:f3:7f:c4:96:dc,5660.000,-63.000
wlan,smartphone,1454959788757476344,CBCI-691D-5,60:02:92:ef:a5:58,5765.000,-69.000
wlan,smartphone,1454959788757344657,pcc-corp,6c:f3:7f:c4:96:da,5660.000,-64.000
wlan,smartphone,1454959788757208844,PCC Free Range Wifi,6c:f3:7f:2c:e5:ad,5300.000,-62.000
wlan,smartphone,1454959788757266667,PCC Free Range Wifi,6c:f3:7f:c4:96:dd,5660.000,-65.000
wlan,smartphone,1454959788757172553,pcc-dev,6c:f3:7f:c4:96:db,5660.000,-64.000
wlan,smartphone,1454959788756721896,pcc-corp,6c:f3:7f:2c:e5:a2,2437.000,-65.000
wlan,smartphone,1454959788756806407,pcc-dev,6c:f3:7f:2d:0e:5b,5260.000,-76.000
wlan,smartphone,1454959788756753615,pcc-byod,6c:f3:7f:2d:0e:5c,5260.000,-77.000
wlan,smartphone,1454959788756654803,pcc-corp,6c:f3:7f:2d:0e:5a,5260.000,-77.000
wlan,smartphone,1454959788756639928,PCC Free Range Wifi,6c:f3:7f:2d:0e:5d,5260.000,-78.000
wlan,smartphone,1454959788756664230,pcc-corp,6c:f3:7f:2d:12:da,5540.000,-86.000
wlan,smartphone,1454959788756285480,PCC Free Range Wifi,6c:f3:7f:2c:e5:a5,2437.000,-66.000
wlan,smartphone,1454959788756571626,PCC Free Range Wifi,6c:f3:7f:2d:12:dd,5540.000,-87.000
wlan,smartphone,1454959788756477053,pcc-dev,6c:f3:7f:2d:12:db,5540.000,-89.000
wlan,smartphone,1454959788756121657,pcc-corp,6c:f3:7f:2d:05:72,2462.000,-61.000
wlan,smartphone,1454959788756973407,xfinitywifi,60:02:92:f0:95:1a,2412.000,-67.000
wlan,smartphone,1454959788756900844,CBCI-691D-2.4,60:02:92:f0:95:18,2412.000,-68.000
wlan,smartphone,1454959788757343230,,02:18:1a:79:0b:c7,5805.000,-86.000
wlan,smartphone,1454959785346068553,pcc-byod,6c:f3:7f:2d:05:7c,5180.000,-49.000
wlan,smartphone,1454959785345990386,pcc-corp,6c:f3:7f:2d:05:7a,5180.000,-49.000
wlan,smartphone,1454959785345946407,PCC Free Range Wifi,6c:f3:7f:2d:05:7d,5180.000,-49.000
wlan,smartphone,1454959788756642281,pcc-dev,6c:f3:7f:2d:05:73,2462.000,-62.000
wlan,smartphone,1454959785345704083,pcc-dev,6c:f3:7f:2d:05:7b,5180.000,-50.000
wlan,smartphone,1454959788756457010,pcc-byod,6c:f3:7f:c4:96:d4,2462.000,-70.000
wlan,smartphone,1454959788756281000,pcc-byod,6c:f3:7f:2c:e5:a4,2437.000,-66.000
wlan,smartphone,1454959785345117083,,00:18:0a:79:0b:c7,2437.000,-75.000
wlan,smartphone,1454959788756202927,pcc-byod,6c:f3:7f:2d:05:74,2462.000,-61.000
wlan,smartphone,1454959785344958406,pcc-corp,6c:f3:7f:2d:12:d2,2412.000,-80.000
wlan,smartphone,1454959785345901000,PCC Free Range Wifi,6c:f3:7f:2d:12:d5,2412.000,-78.000
wlan,smartphone,1454959788756941135,pcc-byod,6c:f3:7f:2d:12:d4,2412.000,-85.000
wlan,smartphone,1454959788757352781,xfinitywifi,60:02:92:ef:a5:5a,5765.000,-70.000
wlan,smartphone,1454959785345740219,pcc-dev,6c:f3:7f:2c:e5:a3,2437.000,-69.000
wlan,smartphone,1454959788756868802,pcc-corp,6c:f3:7f:c4:96:d2,2462.000,-70.000
wlan,smartphone,1454959788757066760,pcc-byod,6c:f3:7f:2d:12:dc,5540.000,-86.000
wlan,smartphone,1454959788756837240,,02:18:1a:79:0b:72,5200.000,-86.000
wlan,smartphone,1454959788756699292,PCC Free Range Wifi,6c:f3:7f:2d:05:75,2462.000,-62.000
wlan,smartphone,1454959788756470438,WM558835,00:06:66:55:88:35,2412.000,-68.000
wlan,smartphone,1454959788756563948,pcc-dev,6c:f3:7f:c4:96:d3,2462.000,-70.000
wlan,smartphone,1454959788756444708,pcc-byod,6c:f3:7f:2d:0e:54,2462.000,-81.000
wlan,smartphone,1454959788756461198,pcc-corp,6c:f3:7f:2d:0e:52,2462.000,-83.000
wlan,smartphone,1454959785345159594,HP-Print-CB-Officejet Pro 6830,d0:bf:9c:cb:a5:cb,2437.000,-86.000
wlan,smartphone,1454959788756269365,PCC Free Range Wifi,6c:f3:7f:c4:96:d5,2462.000,-70.000
wlan,smartphone,1454959788756295135,PCC Free Range Wifi,6c:f3:7f:2d:0e:55,2462.000,-81.000
wlan,smartphone,1454959785345934948,officedepot,8c:b6:4f:22:2d:43,2412.000,-88.000
wlan,smartphone,1454959785345867438,,00:18:0a:79:0b:72,2412.000,-70.000
wlan,smartphone,1454959788757080896,pcc-dev,6c:f3:7f:2d:0e:53,2462.000,-82.000
wlan,smartphone,1454959785345728958,,8c:b6:4f:22:2d:41,2412.000,-85.000
wlan,smartphone,1454959785346052156,HP-Print-6E-Officejet Pro X476dw,2c:59:e5:b7:1d:6e,2462.000,-89.000
wlan,smartphone,1454959788756731146,od_display,8c:b6:4f:22:2d:44,2412.000,-84.000
wlan,smartphone,1454959788756712427,DIRECT-52-HP M477 LaserJet,42:b8:9a:78:89:52,2437.000,-85.000
wlan,smartphone,1454959792243306554,pcc-byod,6c:f3:7f:2c:e5:ac,5300.000,-60.000
wlan,smartphone,1454959792243262127,pcc-dev,6c:f3:7f:2c:e5:ab,5300.000,-60.000
wlan,smartphone,1454959792243224762,pcc-corp,6c:f3:7f:2c:e5:aa,5300.000,-60.000
wlan,smartphone,1454959792243419554,pcc-byod,6c:f3:7f:c4:96:dc,5660.000,-66.000
wlan,smartphone,1454959792243437647,CBCI-691D-5,60:02:92:ef:a5:58,5765.000,-68.000
wlan,smartphone,1454959792243323752,pcc-corp,6c:f3:7f:c4:96:da,5660.000,-66.000
wlan,smartphone,1454959792243191679,PCC Free Range Wifi,6c:f3:7f:2c:e5:ad,5300.000,-60.000
wlan,smartphone,1454959792243355574,PCC Free Range Wifi,6c:f3:7f:c4:96:dd,5660.000,-66.000
wlan,smartphone,1454959792243299679,pcc-dev,6c:f3:7f:c4:96:db,5660.000,-66.000
wlan,smartphone,1454959792242681137,pcc-corp,6c:f3:7f:2c:e5:a2,2437.000,-74.000
wlan,smartphone,1454959792242990335,pcc-dev,6c:f3:7f:2d:0e:5b,5260.000,-76.000
wlan,smartphone,1454959792242987699,pcc-byod,6c:f3:7f:2d:0e:5c,5260.000,-80.000
wlan,smartphone,1454959792242916533,pcc-corp,6c:f3:7f:2d:0e:5a,5260.000,-76.000
wlan,smartphone,1454959792242961512,PCC Free Range Wifi,6c:f3:7f:2d:0e:5d,5260.000,-76.000
wlan,smartphone,1454959792243067252,pcc-corp,6c:f3:7f:2d:12:da,5540.000,-88.000
wlan,smartphone,1454959792242545241,PCC Free Range Wifi,6c:f3:7f:2c:e5:a5,2437.000,-72.000
wlan,smartphone,1454959792243079866,PCC Free Range Wifi,6c:f3:7f:2d:12:dd,5540.000,-88.000
wlan,smartphone,1454959792243025283,pcc-dev,6c:f3:7f:2d:12:db,5540.000,-86.000
wlan,smartphone,1454959792242518699,pcc-corp,6c:f3:7f:2d:05:72,2462.000,-63.000
wlan,smartphone,1454959788756520127,xfinitywifi,60:02:92:f0:95:1a,2412.000,-67.000
wlan,smartphone,1454959792242322127,CBCI-691D-2.4,60:02:92:f0:95:18,2412.000,-73.000
wlan,smartphone,1454959792243127377,,02:18:1a:79:0b:c7,5805.000,-85.000
wlan,smartphone,1454959792242663522,pcc-byod,6c:f3:7f:2d:05:7c,5180.000,-51.000
wlan,smartphone,1454959792242611252,pcc-corp,6c:f3:7f:2d:05:7a,5180.000,-51.000
wlan,smartphone,1454959792242636491,PCC Free Range Wifi,6c:f3:7f:2d:05:7d,5180.000,-51.000
wlan,smartphone,1454959792242454543,pcc-dev,6c:f3:7f:2d:05:73,2462.000,-64.000
wlan,smartphone,1454959792242563199,pcc-dev,6c:f3:7f:2d:05:7b,5180.000,-51.000
wlan,smartphone,1454959792242510981,pcc-byod,6c:f3:7f:c4:96:d4,2462.000,-77.000
wlan,smartphone,1454959792242265762,pcc-byod,6c:f3:7f:2c:e5:a4,2437.000,-71.000
wlan,smartphone,1454959792242310064,pcc-byod,6c:f3:7f:2d:05:74,2462.000,-64.000
wlan,smartphone,1454959792242154106,pcc-corp,6c:f3:7f:2d:12:d2,2412.000,-85.000
wlan,smartphone,1454959792242167002,PCC Free Range Wifi,6c:f3:7f:2d:12:d5,2412.000,-88.000
wlan,smartphone,1454959792242128366,pcc-byod,6c:f3:7f:2d:12:d4,2412.000,-85.000
wlan,smartphone,1454959792242849877,xfinitywifi,60:02:92:ef:a5:5a,5765.000,-68.000
wlan,smartphone,1454959792242115606,pcc-dev,6c:f3:7f:2c:e5:a3,2437.000,-72.000
wlan,smartphone,1454959792242303762,pcc-corp,6c:f3:7f:c4:96:d2,2462.000,-77.000
wlan,smartphone,1454959792242643022,pcc-byod,6c:f3:7f:2d:12:dc,5540.000,-88.000
wlan,smartphone,1454959792242378960,,02:18:1a:79:0b:72,5200.000,-87.000
wlan,smartphone,1454959792242132210,PCC Free Range Wifi,6c:f3:7f:2d:05:75,2462.000,-65.000
wlan,smartphone,1454959792241913783,WM558835,00:06:66:55:88:35,2412.000,-73.000
wlan,smartphone,1454959792242223200,pcc-dev,6c:f3:7f:c4:96:d3,2462.000,-77.000
wlan,smartphone,1454959792242152179,pcc-byod,6c:f3:7f:2d:0e:54,2462.000,-88.000
wlan,smartphone,1454959792242067325,pcc-corp,6c:f3:7f:2d:0e:52,2462.000,-85.000
wlan,smartphone,1454959792243064158,PCC Free Range Wifi,6c:f3:7f:c4:96:d5,2462.000,-78.000
wlan,smartphone,1454959792243111147,PCC Free Range Wifi,6c:f3:7f:2d:0e:55,2462.000,-86.000
wlan,smartphone,1454959792242748616,officedepot,8c:b6:4f:22:2d:43,2412.000,-88.000
wlan,smartphone,1454959792242744085,,00:18:0a:79:0b:72,2412.000,-80.000
wlan,smartphone,1454959792243019179,pcc-dev,6c:f3:7f:2d:0e:53,2462.000,-88.000
wlan,smartphone,1454959792242768647,od_display,8c:b6:4f:22:2d:44,2412.000,-91.000
wlan,smartphone,1454959788756987741,DIRECT-52-HP M477 LaserJet,42:b8:9a:78:89:52,2437.000,-85.000
wlan,smartphone,1454959792242755918,pcc-dev,6c:f3:7f:2d:12:d3,2412.000,-85.000
wlan,smartphone,1454959792242658054,,8c:b6:4f:22:2d:45,2412.000,-90.000
wlan,smartphone,1454959803607782380,pcc-dev,6c:f3:7f:2c:e5:ab,5300.000,-60.000
wlan,smartphone,1454959803607742099,pcc-corp,6c:f3:7f:2c:e5:aa,5300.000,-60.000
wlan,smartphone,1454959803607807828,pcc-byod,6c:f3:7f:c4:96:dc,5660.000,-65.000
wlan,smartphone,1454959803607794932,CBCI-691D-5,60:02:92:ef:a5:58,5765.000,-67.000
wlan,smartphone,1454959803607729036,pcc-corp,6c:f3:7f:c4:96:da,5660.000,-65.000
wlan,smartphone,1454959803607659651,PCC Free Range Wifi,6c:f3:7f:2c:e5:ad,5300.000,-60.000
wlan,smartphone,1454959803607713432,PCC Free Range Wifi,6c:f3:7f:c4:96:dd,5660.000,-65.000
wlan,smartphone,1454959803607674630,pcc-dev,6c:f3:7f:c4:96:db,5660.000,-65.000
wlan,smartphone,1454959803607382130,pcc-corp,6c:f3:7f:2c:e5:a2,2437.000,-69.000
wlan,smartphone,1454959803607510588,pcc-dev,6c:f3:7f:2d:0e:5b,5260.000,-76.000
wlan,smartphone,1454959803607494099,pcc-byod,6c:f3:7f:2d:0e:5c,5260.000,-76.000
wlan,smartphone,1454959803607445172,pcc-corp,6c:f3:7f:2d:0e:5a,5260.000,-76.000
wlan,smartphone,1454959803607450786,PCC Free Range Wifi,6c:f3:7f:2d:0e:5d,5260.000,-77.000
wlan,smartphone,1454959803608476495,pcc-corp,6c:f3:7f:2d:12:da,5540.000,-89.000
wlan,smartphone,1454959803608246745,PCC Free Range Wifi,6c:f3:7f:2c:e5:a5,2437.000,-69.000
wlan,smartphone,1454959803608449318,PCC Free Range Wifi,6c:f3:7f:2d:12:dd,5540.000,-90.000
wlan,smartphone,1454959803608410099,pcc-dev,6c:f3:7f:2d:12:db,5540.000,-88.000
wlan,smartphone,1454959803608189338,pcc-corp,6c:f3:7f:2d:05:72,2462.000,-63.000
wlan,smartphone,1454959803608105161,CBCI-691D-2.4,60:02:92:f0:95:18,2412.000,-76.000
wlan,smartphone,1454959803608414109,,02:18:1a:79:0b:c7,5805.000,-85.000
wlan,smartphone,1454959803608202401,pcc-byod,6c:f3:7f:2d:05:7c,5180.000,-52.000
wlan,smartphone,1454959803608166120,pcc-corp,6c:f3:7f:2d:05:7a,5180.000,-52.000
wlan,smartphone,1454959803608161786,PCC Free Range Wifi,6c:f3:7f:2d:05:7d,5180.000,-52.000
wlan,smartphone,1454959803608107349,pcc-dev,6c:f3:7f:2d:05:73,2462.000,-62.000
wlan,smartphone,1454959803608096130,pcc-dev,6c:f3:7f:2d:05:7b,5180.000,-52.000
wlan,smartphone,1454959803608018849,pcc-byod,6c:f3:7f:c4:96:d4,2462.000,-78.000
wlan,smartphone,1454959803607933609,pcc-byod,6c:f3:7f:2c:e5:a4,2437.000,-69.000
wlan,smartphone,1454959803607936651,pcc-byod,6c:f3:7f:2d:05:74,2462.000,-62.000
wlan,smartphone,1454959803607856964,pcc-corp,6c:f3:7f:2d:12:d2,2412.000,-86.000
wlan,smartphone,1454959803607844495,pcc-byod,6c:f3:7f:2d:12:d4,2412.000,-86.000
wlan,smartphone,1454959803608126578,xfinitywifi,60:02:92:ef:a5:5a,5765.000,-67.000
wlan,smartphone,1454959803607894932,pcc-corp,6c:f3:7f:c4:96:d2,2462.000,-77.000
wlan,smartphone,1454959803608016641,pcc-byod,6c:f3:7f:2d:12:dc,5540.000,-89.000
wlan,smartphone,1454959803607891401,,02:18:1a:79:0b:72,5200.000,-85.000
wlan,smartphone,1454959803607779266,PCC Free Range Wifi,6c:f3:7f:2d:05:75,2462.000,-62.000
wlan,smartphone,1454959803607763620,pcc-byod,6c:f3:7f:2d:0e:54,2462.000,-84.000
wlan,smartphone,1454959803607758422,pcc-corp,6c:f3:7f:2d:0e:52,2462.000,-87.000
wlan,smartphone,1454959803607728453,PCC Free Range Wifi,6c:f3:7f:c4:96:d5,2462.000,-78.000
wlan,smartphone,1454959803607720849,PCC Free Range Wifi,6c:f3:7f:2d:0e:55,2462.000,-83.000
wlan,smartphone,1454959803607566714,,00:18:0a:79:0b:72,2412.000,-84.000
wlan,smartphone,1454959803607654474,pcc-dev,6c:f3:7f:2d:0e:53,2462.000,-86.000
wlan,smartphone,1454959803607539578,pcc-dev,6c:f3:7f:2d:12:d3,2412.000,-86.000
wlan,smartphone,1454959803607550464,,00:18:0a:79:0b:c7,2437.000,-80.000
wlan,smartphone,1454959803607479297,,8c:b6:4f:22:2d:40,2412.000,-89.000
wlan,smartphone,1454959818455255730,pcc-byod,6c:f3:7f:2c:e5:ac,5300.000,-78.000
wlan,smartphone,1454959818455200990,pcc-dev,6c:f3:7f:2c:e5:ab,5300.000,-76.000
wlan,smartphone,1454959818455157553,pcc-corp,6c:f3:7f:2c:e5:aa,5300.000,-76.000
wlan,smartphone,1454959818455332053,pcc-byod,6c:f3:7f:c4:96:dc,5660.000,-61.000
wlan,smartphone,1454959818455338865,CBCI-691D-5,60:02:92:ef:a5:58,5765.000,-67.000
wlan,smartphone,1454959818455218105,pcc-corp,6c:f3:7f:c4:96:da,5660.000,-62.000
wlan,smartphone,1454959818455086730,PCC Free Range Wifi,6c:f3:7f:2c:e5:ad,5300.000,-77.000
wlan,smartphone,1454959818455223417,PCC Free Range Wifi,6c:f3:7f:c4:96:dd,5660.000,-62.000
wlan,smartphone,1454959818455164115,pcc-dev,6c:f3:7f:c4:96:db,5660.000,-63.000
wlan,smartphone,1454959818454885230,pcc-dev,6c:f3:7f:2d:0e:5b,5260.000,-77.000
wlan,smartphone,1454959818454870188,pcc-byod,6c:f3:7f:2d:0e:5c,5260.000,-77.000
wlan,smartphone,1454959818454795626,pcc-corp,6c:f3:7f:2d:0e:5a,5260.000,-77.000
wlan,smartphone,1454959818454833584,PCC Free Range Wifi,6c:f3:7f:2d:0e:5d,5260.000,-77.000
wlan,smartphone,1454959818454927021,pcc-corp,6c:f3:7f:2d:12:da,5540.000,-86.000
wlan,smartphone,1454959818454945688,PCC Free Range Wifi,6c:f3:7f:2d:12:dd,5540.000,-86.000
wlan,smartphone,1454959818455883990,pcc-dev,6c:f3:7f:2d:12:db,5540.000,-87.000
wlan,smartphone,1454959818455415261,pcc-corp,6c:f3:7f:2d:05:72,2462.000,-68.000
wlan,smartphone,1454959818456006376,,02:18:1a:79:0b:c7,5805.000,-87.000
wlan,smartphone,1454959818455545501,pcc-byod,6c:f3:7f:2d:05:7c,5180.000,-56.000
wlan,smartphone,1454959818455504053,pcc-corp,6c:f3:7f:2d:05:7a,5180.000,-56.000
wlan,smartphone,1454959818455378730,PCC Free Range Wifi,6c:f3:7f:2d:05:7d,5180.000,-56.000
wlan,smartphone,1454959818455308313,pcc-dev,6c:f3:7f:2d:05:73,2462.000,-67.000
wlan,smartphone,1454959818455322469,pcc-dev,6c:f3:7f:2d:05:7b,5180.000,-56.000
wlan,smartphone,1454959818455209824,pcc-byod,6c:f3:7f:c4:96:d4,2462.000,-87.000
wlan,smartphone,1454959818455049480,pcc-byod,6c:f3:7f:2c:e5:a4,2437.000,-71.000
wlan,smartphone,1454959818455057396,pcc-byod,6c:f3:7f:2d:05:74,2462.000,-68.000
wlan,smartphone,1454959818455611344,xfinitywifi,60:02:92:ef:a5:5a,5765.000,-67.000
wlan,smartphone,1454959818455018855,pcc-corp,6c:f3:7f:c4:96:d2,2462.000,-78.000
wlan,smartphone,1454959818455426876,pcc-byod,6c:f3:7f:2d:12:dc,5540.000,-87.000
wlan,smartphone,1454959818455173574,,02:18:1a:79:0b:72,5200.000,-87.000
wlan,smartphone,1454959818454969063,PCC Free Range Wifi,6c:f3:7f:2d:05:75,2462.000,-68.000
wlan,smartphone,1454959818454988771,pcc-byod,6c:f3:7f:2d:0e:54,2462.000,-87.000
wlan,smartphone,1454959818454935949,pcc-corp,6c:f3:7f:2d:0e:52,2462.000,-86.000
wlan,smartphone,1454959818454990917,PCC Free Range Wifi,6c:f3:7f:c4:96:d5,2462.000,-76.000
wlan,smartphone,1454959818454937782,PCC Free Range Wifi,6c:f3:7f:2d:0e:55,2462.000,-85.000
wlan,smartphone,1454959818454880167,pcc-dev,6c:f3:7f:2d:0e:53,2462.000,-86.000
wlan,smartphone,1454959818454752396,pcc-dev,6c:f3:7f:2c:e5:a3,2437.000,-70.000
