sensor_type,device_type,timestamps,pressure
pressure,smartphone,1454959694297894948,1028.699
pressure,smartphone,1454959694477805886,1028.760
pressure,smartphone,1454959694656092031,1028.699
pressure,smartphone,1454959694833671822,1028.744
pressure,smartphone,1454959695009989323,1028.694
pressure,smartphone,1454959695187680938,1028.708
pressure,smartphone,1454959695365242864,1028.537
pressure,smartphone,1454959695543461355,1028.722
pressure,smartphone,1454959695721370000,1028.521
pressure,smartphone,1454959695899439532,1028.513
pressure,smartphone,1454959696254852552,1028.701
pressure,smartphone,1454959696433202187,1028.710
pressure,smartphone,1454959696611360000,1028.506
pressure,smartphone,1454959696788718125,1028.732
pressure,smartphone,1454959696967249219,1028.683
pressure,smartphone,1454959697322935052,1028.759
pressure,smartphone,1454959697500467397,1028.724
pressure,smartphone,1454959697678387292,1028.768
pressure,smartphone,1454959697856636145,1028.717
pressure,smartphone,1454959698212275209,1028.784
pressure,smartphone,1454959698390528802,1028.696
pressure,smartphone,1454959698567943802,1028.731
pressure,smartphone,1454959698746365677,1028.812
pressure,smartphone,1454959698924490469,1028.719
pressure,smartphone,1454959699279691876,1028.602
pressure,smartphone,1454959699457434896,1028.790
pressure,smartphone,1454959699636048021,1028.699
pressure,smartphone,1454959699814005261,1028.730
pressure,smartphone,1454959699991417917,1028.747
pressure,smartphone,1454959700349334688,1028.662
pressure,smartphone,1454959700525744270,1028.732
pressure,smartphone,1454959700703868750,1028.753
pressure,smartphone,1454959700882551875,1028.726
pressure,smartphone,1454959701237787552,1028.760
pressure,smartphone,1454959701416640781,1028.713
pressure,smartphone,1454959701594864531,1028.687
pressure,smartphone,1454959701772913021,1028.727
pressure,smartphone,1454959701950694687,1028.730
pressure,smartphone,1454959702304396666,1028.760
pressure,smartphone,1454959702483020625,1028.746
pressure,smartphone,1454959702660952917,1028.731
pressure,smartphone,1454959702840008438,1028.740
pressure,smartphone,1454959703016769062,1028.772
pressure,smartphone,1454959703196629843,1028.919
pressure,smartphone,1454959703372616928,1028.868
pressure,smartphone,1454959703552342083,1028.707
pressure,smartphone,1454959703727968646,1028.606
pressure,smartphone,1454959703907792292,1028.723
pressure,smartphone,1454959704263858385,1028.841
pressure,smartphone,1454959704441888125,1028.784
pressure,smartphone,1454959704617820677,1028.764
pressure,smartphone,1454959704797854479,1028.727
pressure,smartphone,1454959704973940573,1028.704
pressure,smartphone,1454959705329338126,1028.739
pressure,smartphone,1454959705506978541,1028.680
pressure,smartphone,1454959705685247187,1028.679
pressure,smartphone,1454959705865282447,1028.484
pressure,smartphone,1454959706218975105,1028.820
pressure,smartphone,1454959706396816927,1028.779
pressure,smartphone,1454959706575396041,1028.883
pressure,smartphone,1454959706754879740,1028.815
pressure,smartphone,1454959706930589271,1028.716
pressure,smartphone,1454959707286875624,1028.677
pressure,smartphone,1454959707464820781,1028.615
pressure,smartphone,1454959707643763229,1028.651
pressure,smartphone,1454959707820110001,1028.720
pressure,smartphone,1454959707999878125,1028.674
pressure,smartphone,1454959708354329687,1028.786
pressure,smartphone,1454959708532019479,1028.824
pressure,smartphone,1454959708710213021,1028.730
pressure,smartphone,1454959708888475730,1028.738
pressure,smartphone,1454959709244738229,1028.738
pressure,smartphone,1454959709421965000,1028.745
pressure,smartphone,1454959709598917708,1028.677
pressure,smartphone,1454959709777950365,1028.720
pressure,smartphone,1454959709955118125,1028.707
pressure,smartphone,1454959710310736198,1028.681
pressure,smartphone,1454959710489707969,1028.747
pressure,smartphone,1454959710666601928,1028.718
pressure,smartphone,1454959710845297448,1028.697
pressure,smartphone,1454959711022892553,1028.687
pressure,smartphone,1454959711200379844,1028.725
pressure,smartphone,1454959711378605313,1028.692
pressure,smartphone,1454959711556244322,1028.756
pressure,smartphone,1454959711734433125,1028.707
pressure,smartphone,1454959711912602395,1028.647
pressure,smartphone,1454959712268571563,1028.704
pressure,smartphone,1454959712446369479,1028.480
pressure,smartphone,1454959712624103438,1028.616
pressure,smartphone,1454959712801771302,1028.505
pressure,smartphone,1454959712979612917,1028.676
pressure,smartphone,1454959713335724583,1028.689
pressure,smartphone,1454959713513712552,1028.676
pressure,smartphone,1454959713692132449,1028.631
pressure,smartphone,1454959713870140989,1028.605
pressure,smartphone,1454959714225985521,1028.729
pressure,smartphone,1454959714404146822,1028.702
pressure,smartphone,1454959714582118178,1028.712
pressure,smartphone,1454959714759260573,1028.698
pressure,smartphone,1454959714937130365,1028.689
pressure,smartphone,1454959715292813021,1028.717
pressure,smartphone,1454959715470365886,1028.686
pressure,smartphone,1454959715648715730,1028.674
pressure,smartphone,1454959715826712448,1028.513
pressure,smartphone,1454959716182843854,1028.785
pressure,smartphone,1454959716361058021,1028.833
pressure,smartphone,1454959716538642500,1028.822
pressure,smartphone,1454959716717944376,1028.836
pressure,smartphone,1454959716896122030,1028.759
pressure,smartphone,1454959717251844688,1028.695
pressure,smartphone,1454959717427422553,1028.686
pressure,smartphone,1454959717607822396,1028.710
pressure,smartphone,1454959717783247396,1028.669
pressure,smartphone,1454959717962421510,1028.670
pressure,smartphone,1454959718317997448,1028.687
pressure,smartphone,1454959718495943593,1028.706
pressure,smartphone,1454959718673824270,1028.662
pressure,smartphone,1454959718852661875,1028.608
pressure,smartphone,1454959719029305313,1028.704
pressure,smartphone,1454959719206756772,1028.686
pressure,smartphone,1454959719385137604,1028.679
pressure,smartphone,1454959719562842656,1028.709
pressure,smartphone,1454959719741144583,1028.758
pressure,smartphone,1454959719921166146,1028.760
pressure,smartphone,1454959720274480469,1028.684
pressure,smartphone,1454959720452349532,1028.698
pressure,smartphone,1454959720630906458,1028.737
pressure,smartphone,1454959720809890313,1028.723
pressure,smartphone,1454959720987008593,1028.760
pressure,smartphone,1454959721341720625,1028.694
pressure,smartphone,1454959721521681354,1028.700
pressure,smartphone,1454959721697887708,1028.743
pressure,smartphone,1454959721877956355,1028.696
pressure,smartphone,1454959722231839740,1028.702
pressure,smartphone,1454959722410909376,1028.740
pressure,smartphone,1454959722588158125,1028.737
pressure,smartphone,1454959722766861355,1028.743
pressure,smartphone,1454959722943819270,1028.683
pressure,smartphone,1454959723299069531,1028.771
pressure,smartphone,1454959723478195261,1028.784
pressure,smartphone,1454959723656885261,1028.716
pressure,smartphone,1454959723833370781,1028.624
pressure,smartphone,1454959724188568906,1028.712
pressure,smartphone,1454959724367120937,1028.561
pressure,smartphone,1454959724547153437,1028.799
pressure,smartphone,1454959724724652656,1028.788
pressure,smartphone,1454959724902525000,1028.899
pressure,smartphone,1454959725255805104,1029.010
pressure,smartphone,1454959725434704375,1029.125
pressure,smartphone,1454959725612787708,1029.161
pressure,smartphone,1454959725790299479,1028.575
pressure,smartphone,1454959725967933958,1028.033
pressure,smartphone,1454959726324373802,1028.441
pressure,smartphone,1454959726502250105,1028.572
pressure,smartphone,1454959726680153021,1028.500
pressure,smartphone,1454959726857497605,1028.594
pressure,smartphone,1454959727035309792,1028.576
pressure,smartphone,1454959727213851822,1028.767
pressure,smartphone,1454959727391980209,1028.704
pressure,smartphone,1454959727569410938,1028.523
pressure,smartphone,1454959727747213282,1028.519
pressure,smartphone,1454959727925162760,1028.536
pressure,smartphone,1454959728281524844,1028.819
pressure,smartphone,1454959728459393750,1029.154
pressure,smartphone,1454959728637081562,1029.181
pressure,smartphone,1454959728815276458,1028.917
pressure,smartphone,1454959728992379271,1028.315
pressure,smartphone,1454959729348912240,1028.533
pressure,smartphone,1454959729527078280,1028.773
pressure,smartphone,1454959729704360521,1028.961
pressure,smartphone,1454959729882326094,1029.184
pressure,smartphone,1454959730238786667,1028.346
pressure,smartphone,1454959730415965364,1028.448
pressure,smartphone,1454959730594037655,1028.581
pressure,smartphone,1454959730773668750,1028.987
pressure,smartphone,1454959730951812553,1028.974
pressure,smartphone,1454959731306130468,1028.397
pressure,smartphone,1454959731484021301,1028.589
pressure,smartphone,1454959731663421250,1028.799
pressure,smartphone,1454959731840832293,1028.738
pressure,smartphone,1454959732195789374,1028.671
pressure,smartphone,1454959732375531198,1028.332
pressure,smartphone,1454959732550969011,1028.431
pressure,smartphone,1454959732730815000,1028.612
pressure,smartphone,1454959732908841199,1028.752
pressure,smartphone,1454959733265027292,1029.208
pressure,smartphone,1454959733442571458,1028.473
pressure,smartphone,1454959733620657552,1028.364
pressure,smartphone,1454959733798833178,1028.597
pressure,smartphone,1454959733976193125,1028.743
pressure,smartphone,1454959734330726980,1029.036
pressure,smartphone,1454959734508714636,1029.073
pressure,smartphone,1454959734686614739,1028.217
pressure,smartphone,1454959734864513958,1028.241
pressure,smartphone,1454959735042137240,1028.431
pressure,smartphone,1454959735220301980,1028.350
pressure,smartphone,1454959735397741041,1028.962
pressure,smartphone,1454959735576089011,1028.616
pressure,smartphone,1454959735754133385,1028.136
pressure,smartphone,1454959735932148750,1028.336
pressure,smartphone,1454959736287681771,1028.636
pressure,smartphone,1454959736465751510,1028.788
pressure,smartphone,1454959736643311250,1028.985
pressure,smartphone,1454959736821896303,1028.093
pressure,smartphone,1454959736999442865,1028.312
pressure,smartphone,1454959737355067500,1028.328
pressure,smartphone,1454959737533161301,1028.776
pressure,smartphone,1454959737711026249,1028.576
pressure,smartphone,1454959737889980781,1028.083
pressure,smartphone,1454959738245233542,1028.316
pressure,smartphone,1454959738422608438,1028.612
pressure,smartphone,1454959738600076198,1028.794
pressure,smartphone,1454959738779011562,1029.077
pressure,smartphone,1454959738956085261,1028.255
pressure,smartphone,1454959739311973958,1028.366
pressure,smartphone,1454959739489813229,1028.618
pressure,smartphone,1454959739670030208,1028.850
pressure,smartphone,1454959739846311406,1028.999
pressure,smartphone,1454959740201586562,1028.357
pressure,smartphone,1454959740380301875,1028.233
pressure,smartphone,1454959740557167240,1028.646
pressure,smartphone,1454959740735581979,1028.544
pressure,smartphone,1454959740913488020,1029.150
pressure,smartphone,1454959741268930990,1028.210
pressure,smartphone,1454959741447186250,1028.439
pressure,smartphone,1454959741625247344,1028.686
pressure,smartphone,1454959741803294948,1028.811
pressure,smartphone,1454959741981118698,1028.929
pressure,smartphone,1454959742336984843,1028.721
pressure,smartphone,1454959742514660312,1028.397
pressure,smartphone,1454959742692811614,1028.487
pressure,smartphone,1454959742871843021,1028.739
pressure,smartphone,1454959743048749532,1028.806
pressure,smartphone,1454959743226804478,1029.183
pressure,smartphone,1454959743404334478,1028.284
pressure,smartphone,1454959743582096042,1028.352
pressure,smartphone,1454959743760706615,1028.440
pressure,smartphone,1454959743938691823,1028.560
pressure,smartphone,1454959744294519374,1029.063
pressure,smartphone,1454959744473755104,1028.398
pressure,smartphone,1454959744650131614,1028.398
pressure,smartphone,1454959744827574635,1028.464
pressure,smartphone,1454959745183344636,1028.985
pressure,smartphone,1454959745361434635,1029.182
pressure,smartphone,1454959745539127657,1028.291
pressure,smartphone,1454959745717575000,1028.125
pressure,smartphone,1454959745895291562,1028.389
pressure,smartphone,1454959746251204532,1028.909
pressure,smartphone,1454959746429340572,1029.219
pressure,smartphone,1454959746606661875,1028.899
pressure,smartphone,1454959746785205573,1028.418
pressure,smartphone,1454959746964091302,1028.530
pressure,smartphone,1454959747318300782,1028.867
pressure,smartphone,1454959747496732812,1028.959
pressure,smartphone,1454959747675897812,1028.167
pressure,smartphone,1454959747852901459,1028.301
pressure,smartphone,1454959748208500885,1028.574
pressure,smartphone,1454959748386816978,1028.910
pressure,smartphone,1454959748566092447,1029.164
pressure,smartphone,1454959748741977657,1028.818
pressure,smartphone,1454959748920069792,1028.262
pressure,smartphone,1454959749277567708,1028.756
pressure,smartphone,1454959749453556510,1028.767
pressure,smartphone,1454959749631712135,1028.958
pressure,smartphone,1454959749809414114,1028.930
pressure,smartphone,1454959749987222396,1028.330
pressure,smartphone,1454959750343507083,1028.630
pressure,smartphone,1454959750521880313,1028.554
pressure,smartphone,1454959750700879845,1029.088
pressure,smartphone,1454959750878813647,1028.724
pressure,smartphone,1454959751054772760,1028.267
pressure,smartphone,1454959751233255260,1028.345
pressure,smartphone,1454959751410997605,1028.230
pressure,smartphone,1454959751589129219,1028.630
pressure,smartphone,1454959751767693281,1028.890
pressure,smartphone,1454959751944689635,1029.280
pressure,smartphone,1454959752300662917,1028.412
pressure,smartphone,1454959752478314636,1028.500
pressure,smartphone,1454959752656954947,1028.714
pressure,smartphone,1454959752834289167,1028.827
pressure,smartphone,1454959753189819740,1028.240
pressure,smartphone,1454959753369614636,1028.389
pressure,smartphone,1454959753547920000,1028.439
pressure,smartphone,1454959753726389791,1028.596
pressure,smartphone,1454959753903833698,1028.882
pressure,smartphone,1454959754258164793,1028.580
pressure,smartphone,1454959754435844583,1028.290
pressure,smartphone,1454959754613745989,1028.490
pressure,smartphone,1454959754792778385,1028.534
pressure,smartphone,1454959754970660000,1028.638
pressure,smartphone,1454959755325591302,1028.735
pressure,smartphone,1454959755502914271,1028.528
pressure,smartphone,1454959755680757240,1028.499
pressure,smartphone,1454959755859026979,1028.388
pressure,smartphone,1454959756214847031,1028.632
pressure,smartphone,1454959756392334376,1028.460
pressure,smartphone,1454959756570121927,1028.427
pressure,smartphone,1454959756749029062,1028.355
pressure,smartphone,1454959756926304062,1028.632
pressure,smartphone,1454959757282447865,1028.896
pressure,smartphone,1454959757460107761,1028.886
pressure,smartphone,1454959757637847032,1029.017
pressure,smartphone,1454959757815801771,1028.204
pressure,smartphone,1454959757993605468,1028.254
pressure,smartphone,1454959758349822969,1028.675
pressure,smartphone,1454959758527945417,1028.905
pressure,smartphone,1454959758705690364,1029.187
pressure,smartphone,1454959758883753280,1028.617
pressure,smartphone,1454959759061324791,1028.365
pressure,smartphone,1454959759239423802,1028.378
pressure,smartphone,1454959759417212344,1028.637
pressure,smartphone,1454959759595058801,1028.701
pressure,smartphone,1454959759772979583,1029.004
pressure,smartphone,1454959759951312917,1029.153
pressure,smartphone,1454959760307085156,1028.352
pressure,smartphone,1454959760484690833,1028.404
pressure,smartphone,1454959760663031042,1028.506
pressure,smartphone,1454959760840936094,1028.679
pressure,smartphone,1454959761196686561,1029.055
pressure,smartphone,1454959761374231718,1028.632
pressure,smartphone,1454959761548221302,1028.150
pressure,smartphone,1454959761729875938,1028.409
pressure,smartphone,1454959761907630834,1028.469
pressure,smartphone,1454959762265403021,1028.598
pressure,smartphone,1454959762441970364,1028.712
pressure,smartphone,1454959762622039479,1028.633
pressure,smartphone,1454959762799813281,1028.594
pressure,smartphone,1454959762977888855,1028.542
pressure,smartphone,1454959763331936146,1028.633
pressure,smartphone,1454959763509907761,1028.662
pressure,smartphone,1454959763687337552,1028.601
pressure,smartphone,1454959763865112135,1028.619
pressure,smartphone,1454959764222473385,1028.650
pressure,smartphone,1454959764398835260,1028.662
pressure,smartphone,1454959764578582084,1028.653
pressure,smartphone,1454959764755109583,1028.640
pressure,smartphone,1454959764934718176,1028.655
pressure,smartphone,1454959765290702604,1028.631
pressure,smartphone,1454959765469034792,1028.624
pressure,smartphone,1454959765646508021,1028.589
pressure,smartphone,1454959765822164531,1028.637
pressure,smartphone,1454959766178368802,1028.685
pressure,smartphone,1454959766356434792,1028.504
pressure,smartphone,1454959766534031145,1028.672
pressure,smartphone,1454959766713563125,1028.635
pressure,smartphone,1454959766890794792,1028.604
pressure,smartphone,1454959767067397396,1028.626
pressure,smartphone,1454959767246310416,1028.581
pressure,smartphone,1454959767425494114,1028.643
pressure,smartphone,1454959767603650624,1028.648
pressure,smartphone,1454959767785675000,1028.655
pressure,smartphone,1454959767957902552,1028.657
pressure,smartphone,1454959768313827448,1028.656
pressure,smartphone,1454959768492674270,1028.621
pressure,smartphone,1454959768670998334,1028.622
pressure,smartphone,1454959768848606407,1028.625
pressure,smartphone,1454959769204599479,1028.642
pressure,smartphone,1454959769380825208,1028.665
pressure,smartphone,1454959769560675417,1028.684
pressure,smartphone,1454959769737326667,1028.583
pressure,smartphone,1454959769915060573,1028.624
pressure,smartphone,1454959770270853542,1028.456
pressure,smartphone,1454959770448072501,1028.643
pressure,smartphone,1454959770626323176,1028.610
pressure,smartphone,1454959770804204271,1028.590
pressure,smartphone,1454959770982810417,1028.668
pressure,smartphone,1454959771337990886,1028.670
pressure,smartphone,1454959771515710937,1028.625
pressure,smartphone,1454959771693509583,1028.708
pressure,smartphone,1454959771872056979,1028.804
pressure,smartphone,1454959772227144584,1029.146
pressure,smartphone,1454959772405175104,1029.109
pressure,smartphone,1454959772583171458,1028.707
pressure,smartphone,1454959772761548959,1028.236
pressure,smartphone,1454959772938805730,1028.340
pressure,smartphone,1454959773295228906,1028.442
pressure,smartphone,1454959773472928750,1028.619
pressure,smartphone,1454959773650862396,1028.572
pressure,smartphone,1454959773829157135,1028.625
pressure,smartphone,1454959774184840729,1028.728
pressure,smartphone,1454959774362451406,1028.787
pressure,smartphone,1454959774540895782,1028.654
pressure,smartphone,1454959774718835469,1028.586
pressure,smartphone,1454959774895777865,1028.552
pressure,smartphone,1454959775074469740,1028.543
pressure,smartphone,1454959775252278489,1028.616
pressure,smartphone,1454959775431878176,1028.586
pressure,smartphone,1454959775607938386,1028.591
pressure,smartphone,1454959775786064376,1028.628
pressure,smartphone,1454959775964591354,1028.423
pressure,smartphone,1454959776319240365,1028.423
pressure,smartphone,1454959776498126719,1028.411
pressure,smartphone,1454959776676934845,1028.630
pressure,smartphone,1454959776853910990,1028.682
pressure,smartphone,1454959777209948177,1028.587
pressure,smartphone,1454959777389042188,1028.605
pressure,smartphone,1454959777564928489,1028.634
pressure,smartphone,1454959777744893280,1028.560
pressure,smartphone,1454959777920887552,1030.292
pressure,smartphone,1454959778276805937,1027.787
pressure,smartphone,1454959778454772031,1028.004
pressure,smartphone,1454959778632718698,1028.320
pressure,smartphone,1454959778812864844,1028.594
pressure,smartphone,1454959778988718854,1028.538
pressure,smartphone,1454959779344629948,1029.060
pressure,smartphone,1454959779522050677,1028.768
pressure,smartphone,1454959779699981927,1028.538
pressure,smartphone,1454959779877690833,1028.621
pressure,smartphone,1454959780234237656,1029.088
pressure,smartphone,1454959780412288802,1028.937
pressure,smartphone,1454959780590054427,1028.556
pressure,smartphone,1454959780767903178,1028.658
pressure,smartphone,1454959780945843854,1028.525
pressure,smartphone,1454959781301747187,1028.333
pressure,smartphone,1454959781479944583,1028.252
pressure,smartphone,1454959781657396771,1028.269
pressure,smartphone,1454959781836278124,1028.459
pressure,smartphone,1454959782190839740,1028.412
pressure,smartphone,1454959782369096928,1028.674
pressure,smartphone,1454959782547668229,1028.515
pressure,smartphone,1454959782728369167,1028.323
pressure,smartphone,1454959782902638281,1028.594
pressure,smartphone,1454959783081076406,1028.625
pressure,smartphone,1454959783262792292,1028.609
pressure,smartphone,1454959783436917916,1028.665
pressure,smartphone,1454959783614757448,1028.699
pressure,smartphone,1454959783792696563,1028.313
pressure,smartphone,1454959783970896094,1028.028
pressure,smartphone,1454959784327823490,1028.038
pressure,smartphone,1454959784503942343,1028.270
pressure,smartphone,1454959784683418385,1028.384
pressure,smartphone,1454959784862118282,1028.418
pressure,smartphone,1454959785216334635,1028.201
pressure,smartphone,1454959785393054688,1028.655
pressure,smartphone,1454959785571858125,1028.708
pressure,smartphone,1454959785749095521,1029.894
pressure,smartphone,1454959785926939427,1028.585
pressure,smartphone,1454959786283460417,1027.737
pressure,smartphone,1454959786461615520,1029.266
pressure,smartphone,1454959786638638959,1027.844
pressure,smartphone,1454959786816663594,1028.076
pressure,smartphone,1454959786995526562,1028.639
pressure,smartphone,1454959787350998438,1028.397
pressure,smartphone,1454959787529624011,1029.169
pressure,smartphone,1454959787707133282,1028.543
pressure,smartphone,1454959787884776093,1029.769
pressure,smartphone,1454959788240125677,1028.973
pressure,smartphone,1454959788418162396,1028.178
pressure,smartphone,1454959788596623906,1028.268
pressure,smartphone,1454959788774177396,1028.299
pressure,smartphone,1454959788951686042,1028.251
pressure,smartphone,1454959789308379532,1028.525
pressure,smartphone,1454959789486348281,1028.719
pressure,smartphone,1454959789663594271,1028.765
pressure,smartphone,1454959789841309479,1028.729
pressure,smartphone,1454959790197613021,1028.673
pressure,smartphone,1454959790375837395,1028.681
pressure,smartphone,1454959790553121667,1028.701
pressure,smartphone,1454959790731898022,1028.712
pressure,smartphone,1454959790909965991,1028.698
pressure,smartphone,1454959791087639793,1028.721
pressure,smartphone,1454959791265265885,1028.715
pressure,smartphone,1454959791442685573,1028.478
pressure,smartphone,1454959791622080417,1028.724
pressure,smartphone,1454959791799227188,1028.698
pressure,smartphone,1454959791977254271,1028.680
pressure,smartphone,1454959792332402395,1028.718
pressure,smartphone,1454959792510393124,1028.649
pressure,smartphone,1454959792689028959,1028.663
pressure,smartphone,1454959792865858228,1028.690
pressure,smartphone,1454959793222929687,1028.610
pressure,smartphone,1454959793401902344,1028.744
pressure,smartphone,1454959793579618542,1028.676
pressure,smartphone,1454959793756268854,1028.684
pressure,smartphone,1454959793936066458,1028.702
pressure,smartphone,1454959794291690729,1028.687
pressure,smartphone,1454959794469823074,1028.651
pressure,smartphone,1454959794647832187,1028.654
pressure,smartphone,1454959794825573176,1028.677
pressure,smartphone,1454959795179217864,1028.662
pressure,smartphone,1454959795358722240,1028.718
pressure,smartphone,1454959795534909062,1028.641
pressure,smartphone,1454959795712860104,1028.701
pressure,smartphone,1454959795890874115,1028.644
pressure,smartphone,1454959796247128386,1028.447
pressure,smartphone,1454959796424762812,1028.630
pressure,smartphone,1454959796600427708,1028.671
pressure,smartphone,1454959796782419479,1028.639
pressure,smartphone,1454959796958865208,1028.710
pressure,smartphone,1454959797315104947,1028.668
pressure,smartphone,1454959797493805469,1028.643
pressure,smartphone,1454959797669841876,1028.646
pressure,smartphone,1454959797849679219,1028.664
pressure,smartphone,1454959798204231979,1028.709
pressure,smartphone,1454959798380347448,1028.652
pressure,smartphone,1454959798558378282,1028.642
pressure,smartphone,1454959798739791146,1028.677
pressure,smartphone,1454959798915617031,1028.712
pressure,smartphone,1454959799093048386,1028.675
pressure,smartphone,1454959799273552917,1028.607
pressure,smartphone,1454959799451799636,1028.552
pressure,smartphone,1454959799628784688,1028.583
pressure,smartphone,1454959799806795938,1028.562
pressure,smartphone,1454959799981898072,1028.480
pressure,smartphone,1454959800338648698,1028.542
pressure,smartphone,1454959800517332866,1028.495
pressure,smartphone,1454959800694619010,1028.552
pressure,smartphone,1454959800872568906,1028.578
pressure,smartphone,1454959801228075677,1028.655
pressure,smartphone,1454959801406730781,1028.512
pressure,smartphone,1454959801584557239,1028.788
pressure,smartphone,1454959801762146979,1028.754
pressure,smartphone,1454959801940657344,1028.682
pressure,smartphone,1454959802295909739,1028.699
pressure,smartphone,1454959802473660157,1028.655
pressure,smartphone,1454959802652327865,1028.660
pressure,smartphone,1454959802830143073,1028.695
pressure,smartphone,1454959803186062968,1028.698
pressure,smartphone,1454959803363397448,1028.623
pressure,smartphone,1454959803541601979,1028.523
pressure,smartphone,1454959803719039636,1028.507
pressure,smartphone,1454959803897315937,1028.547
pressure,smartphone,1454959804253086354,1029.247
pressure,smartphone,1454959804431301198,1029.294
pressure,smartphone,1454959804609462969,1029.123
pressure,smartphone,1454959804786979948,1029.320
pressure,smartphone,1454959804964769323,1027.799
pressure,smartphone,1454959805321339271,1028.072
pressure,smartphone,1454959805499165261,1028.254
pressure,smartphone,1454959805678620417,1028.583
pressure,smartphone,1454959805854895988,1028.609
pressure,smartphone,1454959806210706303,1028.420
pressure,smartphone,1454959806389113282,1028.473
pressure,smartphone,1454959806566862604,1028.697
pressure,smartphone,1454959806746102656,1028.750
pressure,smartphone,1454959806921871824,1028.701
pressure,smartphone,1454959807100231563,1028.650
pressure,smartphone,1454959807278792553,1028.732
pressure,smartphone,1454959807455944322,1028.709
pressure,smartphone,1454959807635903437,1028.692
pressure,smartphone,1454959807812499218,1028.591
pressure,smartphone,1454959807991819480,1028.674
pressure,smartphone,1454959808347666095,1028.931
pressure,smartphone,1454959808524699375,1029.037
pressure,smartphone,1454959808701695990,1028.898
pressure,smartphone,1454959808880002448,1028.578
pressure,smartphone,1454959809234955885,1028.541
pressure,smartphone,1454959809414525416,1028.491
pressure,smartphone,1454959809589367135,1028.413
pressure,smartphone,1454959809770806458,1028.469
pressure,smartphone,1454959809948705417,1028.482
pressure,smartphone,1454959810302845729,1028.492
pressure,smartphone,1454959810480512344,1028.526
pressure,smartphone,1454959810660207709,1028.535
pressure,smartphone,1454959810837810365,1028.608
pressure,smartphone,1454959811192823229,1028.753
pressure,smartphone,1454959811371764896,1028.733
pressure,smartphone,1454959811548044427,1028.661
pressure,smartphone,1454959811727799845,1028.704
pressure,smartphone,1454959811906127447,1028.688
pressure,smartphone,1454959812259791979,1028.604
pressure,smartphone,1454959812439824844,1028.537
pressure,smartphone,1454959812616266927,1028.582
pressure,smartphone,1454959812791478750,1028.558
pressure,smartphone,1454959812973598229,1028.599
pressure,smartphone,1454959813328712397,1028.589
pressure,smartphone,1454959813506802866,1028.574
pressure,smartphone,1454959813684645677,1028.570
pressure,smartphone,1454959813863266041,1028.565
pressure,smartphone,1454959814218139792,1028.739
pressure,smartphone,1454959814395265573,1028.660
pressure,smartphone,1454959814573378333,1028.641
pressure,smartphone,1454959814752418749,1028.622
pressure,smartphone,1454959814929179896,1028.615
pressure,smartphone,1454959815106348177,1028.688
pressure,smartphone,1454959815284756198,1028.532
pressure,smartphone,1454959815462767760,1028.721
pressure,smartphone,1454959815640479740,1028.711
pressure,smartphone,1454959815817831719,1028.649
pressure,smartphone,1454959815996369687,1028.420
pressure,smartphone,1454959816352385417,1028.554
pressure,smartphone,1454959816529865105,1028.481
pressure,smartphone,1454959816708337500,1028.721
pressure,smartphone,1454959816885849478,1028.769
pressure,smartphone,1454959817241713490,1028.817
pressure,smartphone,1454959817419291510,1028.649
pressure,smartphone,1454959817597182918,1029.242
pressure,smartphone,1454959817775177344,1029.489
pressure,smartphone,1454959817952947553,1029.683
pressure,smartphone,1454959818309237761,1028.835
pressure,smartphone,1454959818487366874,1029.407
pressure,smartphone,1454959818665252709,1029.004
pressure,smartphone,1454959818842278490,1029.111
pressure,smartphone,1454959819198344949,1028.769
pressure,smartphone,1454959819376847499,1028.710
pressure,smartphone,1454959819554073958,1028.981
pressure,smartphone,1454959819732972605,1029.480
pressure,smartphone,1454959819910734740,1028.640
pressure,smartphone,1454959820266461562,1028.634
pressure,smartphone,1454959820444306459,1028.874
pressure,smartphone,1454959820623590990,1027.354
pressure,smartphone,1454959820801854428,1027.055
pressure,smartphone,1454959820978819531,1027.525
pressure,smartphone,1454959821333934167,1029.175
pressure,smartphone,1454959821512657656,1029.170
pressure,smartphone,1454959821689932344,1029.529
pressure,smartphone,1454959821869201563,1030.010
pressure,smartphone,1454959822223726406,1027.944
pressure,smartphone,1454959822401919688,1027.208
pressure,smartphone,1454959822579337761,1027.486
pressure,smartphone,1454959822758850157,1027.730
pressure,smartphone,1454959822935024426,1027.973
pressure,smartphone,1454959823113457657,1029.196
pressure,smartphone,1454959823291947240,1029.108
pressure,smartphone,1454959823470031511,1029.158
pressure,smartphone,1454959823647347239,1029.196
pressure,smartphone,1454959823825166979,1030.045
pressure,smartphone,1454959824180527605,1028.970
pressure,smartphone,1454959824358959271,1027.640
pressure,smartphone,1454959824537817240,1027.741
pressure,smartphone,1454959824716209062,1027.961
pressure,smartphone,1454959824893714115,1028.214
pressure,smartphone,1454959825248971667,1028.760
pressure,smartphone,1454959825425883802,1029.074
pressure,smartphone,1454959825602363906,1029.086
pressure,smartphone,1454959825782948906,1028.887
pressure,smartphone,1454959825959928750,1028.754
pressure,smartphone,1454959826315413489,1029.377
pressure,smartphone,1454959826491436249,1028.108
pressure,smartphone,1454959826671087657,1027.332
pressure,smartphone,1454959826848820156,1027.635
pressure,smartphone,1454959827205245260,1028.351
pressure,smartphone,1454959827384903906,1028.500
pressure,smartphone,1454959827561018802,1028.718
pressure,smartphone,1454959827740015782,1028.497
