sensor_type,device_type,timestamps,rate
heartrate,smartwatch,1454958235917545625,101.000
heartrate,smartwatch,1454958236287372448,101.000
heartrate,smartwatch,1454958236642545521,100.000
heartrate,smartwatch,1454958236772489115,100.000
heartrate,smartwatch,1454958239372546198,101.000
heartrate,smartwatch,1454958239495519479,100.000
heartrate,smartwatch,1454958239614516042,101.000
heartrate,smartwatch,1454958240296576406,102.000
heartrate,smartwatch,1454958240653516979,103.000
heartrate,smartwatch,1454958240781498177,103.000
heartrate,smartwatch,1454958241025515885,103.000
heartrate,smartwatch,1454958243753539218,104.000
heartrate,smartwatch,1454958244371513177,105.000
heartrate,smartwatch,1454958244744516667,106.000
heartrate,smartwatch,1454958245242546823,107.000
heartrate,smartwatch,1454958245615516355,108.000
heartrate,smartwatch,1454958245876573229,109.000
heartrate,smartwatch,1454958246716572500,109.000
heartrate,smartwatch,1454958246840575989,110.000
heartrate,smartwatch,1454958247082574844,109.000
heartrate,smartwatch,1454958247208518594,110.000
heartrate,smartwatch,1454958247340419948,109.000
heartrate,smartwatch,1454958247455572135,110.000
heartrate,smartwatch,1454958247697473594,109.000
heartrate,smartwatch,1454958247821516146,109.000
heartrate,smartwatch,1454958247940545886,109.000
heartrate,smartwatch,1454958248069548854,108.000
heartrate,smartwatch,1454958248190545000,109.000
heartrate,smartwatch,1454958248793548230,110.000
heartrate,smartwatch,1454958249163523073,109.000
heartrate,smartwatch,1454958249285516458,109.000
heartrate,smartwatch,1454958249527470833,109.000
heartrate,smartwatch,1454958249790423073,108.000
heartrate,smartwatch,1454958251531465677,109.000
heartrate,smartwatch,1454958252023519375,110.000
heartrate,smartwatch,1454958252396539479,109.000
heartrate,smartwatch,1454958253509422448,110.000
heartrate,smartwatch,1454958254498518438,109.000
heartrate,smartwatch,1454958254884550469,108.000
heartrate,smartwatch,1454958255256573333,107.000
heartrate,smartwatch,1454958255635574480,106.000
heartrate,smartwatch,1454958255764573855,105.000
heartrate,smartwatch,1454958256277433073,105.000
heartrate,smartwatch,1454958256512592500,104.000
heartrate,smartwatch,1454958258126544011,103.000
heartrate,smartwatch,1454958258248549011,104.000
heartrate,smartwatch,1454958258366546614,103.000
heartrate,smartwatch,1454958258866520052,102.000
heartrate,smartwatch,1454958259225549896,101.000
heartrate,smartwatch,1454958259594548490,102.000
heartrate,smartwatch,1454958259856514271,103.000
heartrate,smartwatch,1454958260095575834,104.000
heartrate,smartwatch,1454958260591550468,105.000
heartrate,smartwatch,1454958261339576771,104.000
heartrate,smartwatch,1454958261458571511,105.000
heartrate,smartwatch,1454958261944548854,105.000
heartrate,smartwatch,1454958262071517917,106.000
heartrate,smartwatch,1454958262325535365,106.000
heartrate,smartwatch,1454958262446511719,106.000
heartrate,smartwatch,1454958263070518177,105.000
heartrate,smartwatch,1454958263189546979,104.000
heartrate,smartwatch,1454958263813576563,103.000
heartrate,smartwatch,1454958263937473073,104.000
heartrate,smartwatch,1454958265535548282,105.000
heartrate,smartwatch,1454958265660518593,104.000
heartrate,smartwatch,1454958267484442761,104.000
heartrate,smartwatch,1454958268343419167,105.000
heartrate,smartwatch,1454958271187437969,104.000
heartrate,smartwatch,1454958271307515886,105.000
heartrate,smartwatch,1454958271423539948,104.000
heartrate,smartwatch,1454958271671574688,105.000
heartrate,smartwatch,1454958271791532031,104.000
heartrate,smartwatch,1454958271912577656,105.000
heartrate,smartwatch,1454958272294538646,106.000
heartrate,smartwatch,1454958274520475937,105.000
heartrate,smartwatch,1454958274768520052,106.000
heartrate,smartwatch,1454958275883520937,105.000
heartrate,smartwatch,1454958278458353281,104.000
heartrate,smartwatch,1454958278815550313,103.000
heartrate,smartwatch,1454958279299547553,102.000
heartrate,smartwatch,1454958279438417239,103.000
heartrate,smartwatch,1454958279563514062,102.000
heartrate,smartwatch,1454958283276546406,101.000
heartrate,smartwatch,1454958283760551145,102.000
heartrate,smartwatch,1454958284730546094,101.000
heartrate,smartwatch,1454958285339500677,100.000
heartrate,smartwatch,1454958285710547552,99.000
heartrate,smartwatch,1454958286857366146,101.000
heartrate,smartwatch,1454958288207515625,102.000
heartrate,smartwatch,1454958289068519167,101.000
heartrate,smartwatch,1454958289188438646,102.000
heartrate,smartwatch,1454958289685551979,101.000
heartrate,smartwatch,1454958290072515885,100.000
heartrate,smartwatch,1454958290443517552,99.000
heartrate,smartwatch,1454958292321470260,100.000
heartrate,smartwatch,1454958292589548438,101.000
heartrate,smartwatch,1454958292985528698,100.000
heartrate,smartwatch,1454958293548550833,99.000
heartrate,smartwatch,1454958294088451979,98.000
heartrate,smartwatch,1454958294510480625,99.000
heartrate,smartwatch,1454958295036537083,98.000
heartrate,smartwatch,1454958295168578854,99.000
heartrate,smartwatch,1454958295585494740,100.000
heartrate,smartwatch,1454958295993551563,101.000
heartrate,smartwatch,1454958296464573333,103.000
heartrate,smartwatch,1454958298091541823,102.000
heartrate,smartwatch,1454958298601567917,101.000
heartrate,smartwatch,1454958299353549688,100.000
heartrate,smartwatch,1454958300889476979,101.000
heartrate,smartwatch,1454958301381548386,100.000
heartrate,smartwatch,1454958301748548230,99.000
heartrate,smartwatch,1454958302266499271,98.000
heartrate,smartwatch,1454958303401474480,96.000
heartrate,smartwatch,1454958303526547969,95.000
heartrate,smartwatch,1454958303898515625,93.000
heartrate,smartwatch,1454958304020496667,92.000
heartrate,smartwatch,1454958304268548229,91.000
heartrate,smartwatch,1454958304394517396,90.000
heartrate,smartwatch,1454958304521499948,89.000
heartrate,smartwatch,1454958304789516458,88.000
heartrate,smartwatch,1454958304914545729,87.000
heartrate,smartwatch,1454958307798551042,87.000
heartrate,smartwatch,1454958308688575938,86.000
heartrate,smartwatch,1454958308816575261,87.000
heartrate,smartwatch,1454958308944498229,86.000
heartrate,smartwatch,1454958309579549271,85.000
heartrate,smartwatch,1454958309835573177,86.000
heartrate,smartwatch,1454958309963453907,85.000
heartrate,smartwatch,1454958310091501979,86.000
heartrate,smartwatch,1454958310834574844,87.000
heartrate,smartwatch,1454958311468577656,86.000
heartrate,smartwatch,1454958312233502240,85.000
heartrate,smartwatch,1454958312356515677,86.000
heartrate,smartwatch,1454958312472571719,86.000
heartrate,smartwatch,1454958313102544948,87.000
heartrate,smartwatch,1454958313613498698,86.000
heartrate,smartwatch,1454958317239479531,86.000
heartrate,smartwatch,1454958317364551407,85.000
heartrate,smartwatch,1454958317613470365,86.000
heartrate,smartwatch,1454958317740552500,85.000
heartrate,smartwatch,1454958317991516198,85.000
heartrate,smartwatch,1454958318240496771,85.000
heartrate,smartwatch,1454958318362549947,85.000
heartrate,smartwatch,1454958318495476771,85.000
heartrate,smartwatch,1454958318872499635,86.000
heartrate,smartwatch,1454958319247465260,87.000
heartrate,smartwatch,1454958319374499167,86.000
heartrate,smartwatch,1454958319498545573,87.000
heartrate,smartwatch,1454958320139568698,88.000
heartrate,smartwatch,1454958320772573802,89.000
heartrate,smartwatch,1454958321414510364,90.000
heartrate,smartwatch,1454958322665546094,89.000
heartrate,smartwatch,1454958325074498698,90.000
heartrate,smartwatch,1454958325200493750,89.000
heartrate,smartwatch,1454958325469517396,90.000
heartrate,smartwatch,1454958325598551094,89.000
heartrate,smartwatch,1454958326574592188,87.000
heartrate,smartwatch,1454958327467499271,88.000
heartrate,smartwatch,1454958327844542969,88.000
heartrate,smartwatch,1454958328213515104,88.000
heartrate,smartwatch,1454958328710572812,89.000
heartrate,smartwatch,1454958329086576927,90.000
heartrate,smartwatch,1454958329215515677,89.000
heartrate,smartwatch,1454958329335577135,90.000
heartrate,smartwatch,1454958329463495885,89.000
heartrate,smartwatch,1454958329712496302,89.000
heartrate,smartwatch,1454958329977421771,88.000
heartrate,smartwatch,1454958330264498646,88.000
heartrate,smartwatch,1454958331257723333,89.000
heartrate,smartwatch,1454958331619516354,90.000
heartrate,smartwatch,1454958332253421980,90.000
heartrate,smartwatch,1454958332767418125,91.000
heartrate,smartwatch,1454958333142518489,92.000
heartrate,smartwatch,1454958333785545625,93.000
heartrate,smartwatch,1454958338664426042,91.000
heartrate,smartwatch,1454958341309551875,90.000
heartrate,smartwatch,1454958341685501823,89.000
heartrate,smartwatch,1454958342306505625,90.000
heartrate,smartwatch,1454958342982471823,91.000
heartrate,smartwatch,1454958345098526563,90.000
heartrate,smartwatch,1454958345793552292,91.000
heartrate,smartwatch,1454958347929545729,91.000
heartrate,smartwatch,1454958348299502500,90.000
heartrate,smartwatch,1454958348541574219,89.000
heartrate,smartwatch,1454958348922519427,88.000
heartrate,smartwatch,1454958349065419583,87.000
heartrate,smartwatch,1454958349439550729,86.000
heartrate,smartwatch,1454958349569548021,85.000
heartrate,smartwatch,1454958349691518073,84.000
heartrate,smartwatch,1454958350056546041,83.000
heartrate,smartwatch,1454958350178575521,82.000
heartrate,smartwatch,1454958351085548333,83.000
heartrate,smartwatch,1454958353174500834,84.000
heartrate,smartwatch,1454958354147435521,83.000
heartrate,smartwatch,1454958354289422656,84.000
heartrate,smartwatch,1454958354542547396,83.000
heartrate,smartwatch,1454958355106527969,84.000
heartrate,smartwatch,1454958355252468281,83.000
heartrate,smartwatch,1454958355382552448,84.000
heartrate,smartwatch,1454958355920549427,85.000
heartrate,smartwatch,1454958356072418594,84.000
heartrate,smartwatch,1454958356195597761,85.000
heartrate,smartwatch,1454958356540575521,86.000
heartrate,smartwatch,1454958356948573959,85.000
heartrate,smartwatch,1454958360629513802,84.000
heartrate,smartwatch,1454958360767406666,85.000
heartrate,smartwatch,1454958361514548802,86.000
heartrate,smartwatch,1454958362533575989,87.000
heartrate,smartwatch,1454958362790493021,86.000
heartrate,smartwatch,1454958363042500469,87.000
heartrate,smartwatch,1454958363432499427,86.000
heartrate,smartwatch,1454958365580095573,85.000
heartrate,smartwatch,1454958366318551771,83.000
heartrate,smartwatch,1454958366439575468,84.000
heartrate,smartwatch,1454958366684676302,83.000
heartrate,smartwatch,1454958366931513646,84.000
heartrate,smartwatch,1454958367076407448,83.000
heartrate,smartwatch,1454958367202550573,82.000
heartrate,smartwatch,1454958367695547969,81.000
heartrate,smartwatch,1454958368195516770,80.000
heartrate,smartwatch,1454958368331479948,82.000
heartrate,smartwatch,1454958368454513437,83.000
heartrate,smartwatch,1454958368577491614,83.000
heartrate,smartwatch,1454958368821442084,83.000
heartrate,smartwatch,1454958369073548333,84.000
heartrate,smartwatch,1454958369446547135,85.000
heartrate,smartwatch,1454958370585547552,86.000
heartrate,smartwatch,1454958370975575521,87.000
heartrate,smartwatch,1454958371449573230,88.000
heartrate,smartwatch,1454958372324574792,87.000
heartrate,smartwatch,1454958372579544948,87.000
heartrate,smartwatch,1454958372828574687,88.000
heartrate,smartwatch,1454958373204575573,89.000
heartrate,smartwatch,1454958373842574531,90.000
heartrate,smartwatch,1454958374221545625,89.000
heartrate,smartwatch,1454958374342544635,90.000
heartrate,smartwatch,1454958374607286197,89.000
heartrate,smartwatch,1454958374731467760,90.000
heartrate,smartwatch,1454958374855573542,89.000
heartrate,smartwatch,1454958375229572552,89.000
heartrate,smartwatch,1454958375357366198,89.000
heartrate,smartwatch,1454958381768551302,89.000
heartrate,smartwatch,1454958382280519479,88.000
heartrate,smartwatch,1454958382402545833,87.000
heartrate,smartwatch,1454958382780500156,85.000
heartrate,smartwatch,1454958382906547344,84.000
heartrate,smartwatch,1454958383282545938,82.000
heartrate,smartwatch,1454958383421499583,81.000
heartrate,smartwatch,1454958383795547031,80.000
heartrate,smartwatch,1454958383919515729,79.000
heartrate,smartwatch,1454958384041551927,78.000
heartrate,smartwatch,1454958385058500990,79.000
heartrate,smartwatch,1454958385559500365,78.000
heartrate,smartwatch,1454958388675574271,78.000
heartrate,smartwatch,1454958389417507708,79.000
heartrate,smartwatch,1454958389809552292,80.000
heartrate,smartwatch,1454958390306501510,80.000
heartrate,smartwatch,1454958390429544010,81.000
heartrate,smartwatch,1454958390939480209,82.000
heartrate,smartwatch,1454958391309549479,83.000
heartrate,smartwatch,1454958391431547500,83.000
heartrate,smartwatch,1454958399345547240,81.000
heartrate,smartwatch,1454958402118578281,82.000
heartrate,smartwatch,1454958404284575208,83.000
heartrate,smartwatch,1454958405668571979,84.000
heartrate,smartwatch,1454958410948497709,82.000
heartrate,smartwatch,1454958411462500313,81.000
heartrate,smartwatch,1454958411717574323,80.000
heartrate,smartwatch,1454958411975499896,81.000
heartrate,smartwatch,1454958413236548021,80.000
heartrate,smartwatch,1454958413489498750,81.000
heartrate,smartwatch,1454958413627354531,80.000
heartrate,smartwatch,1454958413876551771,81.000
heartrate,smartwatch,1454958414253547761,82.000
heartrate,smartwatch,1454958414627418906,83.000
heartrate,smartwatch,1454958415014575573,84.000
heartrate,smartwatch,1454958415390548333,85.000
heartrate,smartwatch,1454958415775544948,86.000
heartrate,smartwatch,1454958416525547396,86.000
heartrate,smartwatch,1454958416772547605,87.000
heartrate,smartwatch,1454958417282496198,87.000
heartrate,smartwatch,1454958418432554375,87.000
heartrate,smartwatch,1454958420382537135,88.000
heartrate,smartwatch,1454958421293404896,87.000
heartrate,smartwatch,1454958421784517916,86.000
heartrate,smartwatch,1454958422280548542,85.000
heartrate,smartwatch,1454958423176497605,84.000
heartrate,smartwatch,1454958424574548541,83.000
heartrate,smartwatch,1454958425095478073,82.000
heartrate,smartwatch,1454958425721499114,81.000
heartrate,smartwatch,1454958426718509271,79.000
heartrate,smartwatch,1454958427342506511,78.000
heartrate,smartwatch,1454958427467510052,77.000
heartrate,smartwatch,1454958428220465521,76.000
heartrate,smartwatch,1454958428340491042,77.000
heartrate,smartwatch,1454958428461430990,76.000
heartrate,smartwatch,1454958428708540261,75.000
heartrate,smartwatch,1454958429860510416,76.000
heartrate,smartwatch,1454958430617411667,77.000
heartrate,smartwatch,1454958430741509739,76.000
heartrate,smartwatch,1454958431112574479,77.000
heartrate,smartwatch,1454958431239549531,76.000
heartrate,smartwatch,1454958431635440417,77.000
heartrate,smartwatch,1454958432258550312,78.000
heartrate,smartwatch,1454958432503516041,78.000
heartrate,smartwatch,1454958432644422552,79.000
heartrate,smartwatch,1454958432889512708,79.000
heartrate,smartwatch,1454958433141545729,80.000
heartrate,smartwatch,1454958433394472865,80.000
heartrate,smartwatch,1454958433642547969,81.000
heartrate,smartwatch,1454958434036500313,81.000
heartrate,smartwatch,1454958434160547135,82.000
heartrate,smartwatch,1454958434532446823,83.000
heartrate,smartwatch,1454958434651573593,84.000
heartrate,smartwatch,1454958435026577032,85.000
heartrate,smartwatch,1454958435282517656,86.000
heartrate,smartwatch,1454958435398502708,87.000
heartrate,smartwatch,1454958435636500990,88.000
heartrate,smartwatch,1454958436005323490,89.000
heartrate,smartwatch,1454958436153584167,90.000
heartrate,smartwatch,1454958436386506823,91.000
heartrate,smartwatch,1454958436625344948,92.000
heartrate,smartwatch,1454958437130510156,91.000
heartrate,smartwatch,1454958437249573437,92.000
heartrate,smartwatch,1454958437375493958,94.000
heartrate,smartwatch,1454958437499571563,92.000
heartrate,smartwatch,1454958438011514635,94.000
heartrate,smartwatch,1454958438260492240,93.000
heartrate,smartwatch,1454958438381546667,94.000
heartrate,smartwatch,1454958439139494323,95.000
heartrate,smartwatch,1454958439264506875,96.000
heartrate,smartwatch,1454958439387549740,95.000
heartrate,smartwatch,1454958439515491928,96.000
heartrate,smartwatch,1454958439773490885,95.000
heartrate,smartwatch,1454958440662546875,95.000
heartrate,smartwatch,1454958440782546511,95.000
heartrate,smartwatch,1454958441276547917,95.000
heartrate,smartwatch,1454958441646537239,95.000
heartrate,smartwatch,1454958441890544062,95.000
heartrate,smartwatch,1454958442383551250,93.000
heartrate,smartwatch,1454958443657496302,95.000
heartrate,smartwatch,1454958444929539895,94.000
heartrate,smartwatch,1454958445053515104,94.000
heartrate,smartwatch,1454958445440544896,93.000
heartrate,smartwatch,1454958445568574375,94.000
heartrate,smartwatch,1454958445696517865,93.000
heartrate,smartwatch,1454958446421414167,91.000
heartrate,smartwatch,1454958447039537552,91.000
heartrate,smartwatch,1454958447386544844,93.000
heartrate,smartwatch,1454958448582569114,95.000
heartrate,smartwatch,1454958449949544323,94.000
heartrate,smartwatch,1454958452094547396,94.000
heartrate,smartwatch,1454958452608427604,94.000
heartrate,smartwatch,1454958452858541354,94.000
heartrate,smartwatch,1454958453603498698,94.000
heartrate,smartwatch,1454958453966679115,94.000
heartrate,smartwatch,1454958454687349167,93.000
heartrate,smartwatch,1454958454964496093,93.000
heartrate,smartwatch,1454958455189515312,93.000
heartrate,smartwatch,1454958455912542292,92.000
heartrate,smartwatch,1454958461735489532,92.000
heartrate,smartwatch,1454958462145340886,91.000
heartrate,smartwatch,1454958462648539480,90.000
heartrate,smartwatch,1454958464156468958,91.000
heartrate,smartwatch,1454958464281538958,90.000
heartrate,smartwatch,1454958465778538958,91.000
heartrate,smartwatch,1454958467488521458,89.000
heartrate,smartwatch,1454958467738515833,90.000
heartrate,smartwatch,1454958468606519531,91.000
heartrate,smartwatch,1454958468728575573,90.000
heartrate,smartwatch,1454958469499547552,89.000
heartrate,smartwatch,1454958470507306615,90.000
heartrate,smartwatch,1454958470745573906,89.000
heartrate,smartwatch,1454958471865547083,88.000
heartrate,smartwatch,1454958472118518177,87.000
heartrate,smartwatch,1454958472494514844,86.000
heartrate,smartwatch,1454958474268504010,85.000
heartrate,smartwatch,1454958475375547605,84.000
heartrate,smartwatch,1454958475637576511,85.000
heartrate,smartwatch,1454958476470412447,85.000
heartrate,smartwatch,1454958476722480937,84.000
heartrate,smartwatch,1454958476846465208,86.000
heartrate,smartwatch,1454958477094575104,85.000
heartrate,smartwatch,1454958477343547813,86.000
heartrate,smartwatch,1454958477587438542,85.000
heartrate,smartwatch,1454958477834547968,84.000
heartrate,smartwatch,1454958477976422291,85.000
heartrate,smartwatch,1454958478101516875,84.000
heartrate,smartwatch,1454958479595463646,83.000
heartrate,smartwatch,1454958479842549427,84.000
heartrate,smartwatch,1454958479968577187,83.000
heartrate,smartwatch,1454958480914546615,84.000
heartrate,smartwatch,1454958481412754740,85.000
heartrate,smartwatch,1454958482647438229,84.000
heartrate,smartwatch,1454958483155573803,85.000
heartrate,smartwatch,1454958484153549062,84.000
heartrate,smartwatch,1454958484669550573,83.000
heartrate,smartwatch,1454958485203548281,82.000
heartrate,smartwatch,1454958485330499479,81.000
heartrate,smartwatch,1454958485742501250,80.000
heartrate,smartwatch,1454958486359547135,82.000
heartrate,smartwatch,1454958486603539375,83.000
heartrate,smartwatch,1454958486733517396,84.000
heartrate,smartwatch,1454958487110544479,85.000
heartrate,smartwatch,1454958487832510104,84.000
heartrate,smartwatch,1454958488959517291,85.000
heartrate,smartwatch,1454958489461519011,86.000
heartrate,smartwatch,1454958489840573490,87.000
heartrate,smartwatch,1454958491086575260,88.000
heartrate,smartwatch,1454958491567438854,87.000
heartrate,smartwatch,1454958492688550833,88.000
heartrate,smartwatch,1454958492806574427,87.000
heartrate,smartwatch,1454958493449518385,86.000
heartrate,smartwatch,1454958493816543854,85.000
heartrate,smartwatch,1454958494191460938,84.000
heartrate,smartwatch,1454958494455498906,84.000
heartrate,smartwatch,1454958494953576979,83.000
heartrate,smartwatch,1454958495080518750,84.000
heartrate,smartwatch,1454958495205498750,83.000
heartrate,smartwatch,1454958495332549323,82.000
heartrate,smartwatch,1454958495863549792,81.000
heartrate,smartwatch,1454958498739523803,81.000
heartrate,smartwatch,1454958502883567917,80.000
heartrate,smartwatch,1454958503161500989,81.000
heartrate,smartwatch,1454958503408576511,82.000
heartrate,smartwatch,1454958503781500782,83.000
heartrate,smartwatch,1454958505896515781,84.000
heartrate,smartwatch,1454958506961543281,82.000
heartrate,smartwatch,1454958507080470886,83.000
heartrate,smartwatch,1454958507322548646,82.000
heartrate,smartwatch,1454958507444547292,81.000
heartrate,smartwatch,1454958507807417708,80.000
heartrate,smartwatch,1454958507932540104,79.000
heartrate,smartwatch,1454958508065499271,78.000
heartrate,smartwatch,1454958508191482292,79.000
heartrate,smartwatch,1454958508307415469,78.000
heartrate,smartwatch,1454958508674574480,79.000
heartrate,smartwatch,1454958508923519062,78.000
heartrate,smartwatch,1454958509044455469,79.000
heartrate,smartwatch,1454958509303423385,80.000
heartrate,smartwatch,1454958509428514636,78.000
heartrate,smartwatch,1454958510043545261,77.000
heartrate,smartwatch,1454958512493513542,76.000
heartrate,smartwatch,1454958513708516198,75.000
heartrate,smartwatch,1454958514700518645,76.000
heartrate,smartwatch,1454958517410350937,77.000
heartrate,smartwatch,1454958517528544219,76.000
heartrate,smartwatch,1454958519285574531,75.000
heartrate,smartwatch,1454958519790652344,74.000
heartrate,smartwatch,1454958519917430052,73.000
heartrate,smartwatch,1454958520430498802,72.000
heartrate,smartwatch,1454958521545544062,73.000
heartrate,smartwatch,1454958522951500364,74.000
heartrate,smartwatch,1454958523204550938,73.000
heartrate,smartwatch,1454958523327542291,74.000
heartrate,smartwatch,1454958523942573177,73.000
heartrate,smartwatch,1454958525854515104,72.000
heartrate,smartwatch,1454958526739480000,74.000
heartrate,smartwatch,1454958528227488229,75.000
heartrate,smartwatch,1454958528723574115,74.000
heartrate,smartwatch,1454958529732575053,73.000
heartrate,smartwatch,1454958531379573385,74.000
heartrate,smartwatch,1454958531503544584,73.000
heartrate,smartwatch,1454958531752536719,74.000
heartrate,smartwatch,1454958532639516302,73.000
heartrate,smartwatch,1454958532885508541,73.000
heartrate,smartwatch,1454958533146499271,72.000
heartrate,smartwatch,1454958534154551146,73.000
heartrate,smartwatch,1454958534912544844,72.000
heartrate,smartwatch,1454958535548547136,71.000
heartrate,smartwatch,1454958537416549219,71.000
heartrate,smartwatch,1454958537922547656,71.000
heartrate,smartwatch,1454958538047573334,71.000
heartrate,smartwatch,1454958538690544844,71.000
heartrate,smartwatch,1454958539313545260,71.000
heartrate,smartwatch,1454958539936576718,70.000
heartrate,smartwatch,1454958540104780625,71.000
heartrate,smartwatch,1454958540359510677,70.000
heartrate,smartwatch,1454958540612537708,71.000
heartrate,smartwatch,1454958541122490677,71.000
heartrate,smartwatch,1454958541375514427,71.000
heartrate,smartwatch,1454958542022399844,71.000
heartrate,smartwatch,1454958542147437083,71.000
heartrate,smartwatch,1454958542752574063,70.000
heartrate,smartwatch,1454958544777455677,71.000
heartrate,smartwatch,1454958545158519375,71.000
heartrate,smartwatch,1454958545283516145,72.000
heartrate,smartwatch,1454958545401539843,73.000
heartrate,smartwatch,1454958545788483177,74.000
heartrate,smartwatch,1454958546258644063,75.000
heartrate,smartwatch,1454958547126456719,74.000
heartrate,smartwatch,1454958547242510469,74.000
heartrate,smartwatch,1454958547492563750,74.000
heartrate,smartwatch,1454958547619543855,74.000
heartrate,smartwatch,1454958549357439375,73.000
heartrate,smartwatch,1454958550494537240,73.000
heartrate,smartwatch,1454958550620538020,73.000
heartrate,smartwatch,1454958551011546042,73.000
heartrate,smartwatch,1454958551388545782,72.000
heartrate,smartwatch,1454958551630498334,72.000
heartrate,smartwatch,1454958552887384583,73.000
heartrate,smartwatch,1454958553773544167,73.000
heartrate,smartwatch,1454958554025539427,72.000
heartrate,smartwatch,1454958554393516875,72.000
heartrate,smartwatch,1454958554530458386,71.000
heartrate,smartwatch,1454958555791422344,72.000
heartrate,smartwatch,1454958556539550625,71.000
heartrate,smartwatch,1454958556918538490,70.000
heartrate,smartwatch,1454958557423537344,69.000
heartrate,smartwatch,1454958557547518594,68.000
heartrate,smartwatch,1454958558036551770,67.000
heartrate,smartwatch,1454958558303417500,66.000
heartrate,smartwatch,1454958558428514948,66.000
heartrate,smartwatch,1454958558794550156,65.000
heartrate,smartwatch,1454958559034545625,64.000
heartrate,smartwatch,1454958559154540417,65.000
heartrate,smartwatch,1454958559282547552,64.000
heartrate,smartwatch,1454958559407486407,64.000
heartrate,smartwatch,1454958559797534479,63.000
heartrate,smartwatch,1454958560294573802,63.000
heartrate,smartwatch,1454958560933550938,62.000
heartrate,smartwatch,1454958561936493385,63.000
heartrate,smartwatch,1454958562199544948,63.000
heartrate,smartwatch,1454958562323548490,64.000
heartrate,smartwatch,1454958562441573073,63.000
heartrate,smartwatch,1454958562690548489,64.000
heartrate,smartwatch,1454958562814518334,64.000
heartrate,smartwatch,1454958564967493802,64.000
heartrate,smartwatch,1454958565209575312,65.000
heartrate,smartwatch,1454958565331578282,64.000
heartrate,smartwatch,1454958565858475989,65.000
heartrate,smartwatch,1454958565989471770,64.000
heartrate,smartwatch,1454958567206574792,63.000
heartrate,smartwatch,1454958567450547448,62.000
heartrate,smartwatch,1454958570618508698,63.000
heartrate,smartwatch,1454958571134571510,63.000
heartrate,smartwatch,1454958571504548750,64.000
heartrate,smartwatch,1454958572008548177,64.000
heartrate,smartwatch,1454958572147406979,65.000
heartrate,smartwatch,1454958572507396354,66.000
heartrate,smartwatch,1454958572626517761,65.000
heartrate,smartwatch,1454958572750546146,65.000
heartrate,smartwatch,1454958573384481719,64.000
heartrate,smartwatch,1454958573897472292,63.000
heartrate,smartwatch,1454958574150517500,63.000
heartrate,smartwatch,1454958574398547135,63.000
heartrate,smartwatch,1454958574658423281,62.000
heartrate,smartwatch,1454958575053544947,62.000
heartrate,smartwatch,1454958575426547032,61.000
heartrate,smartwatch,1454958577533464843,61.000
heartrate,smartwatch,1454958578486501875,62.000
heartrate,smartwatch,1454958579046557135,63.000
heartrate,smartwatch,1454958579712551094,64.000
heartrate,smartwatch,1454958580299572031,64.000
heartrate,smartwatch,1454958580434546145,65.000
heartrate,smartwatch,1454958580987476510,66.000
heartrate,smartwatch,1454958581110575105,67.000
heartrate,smartwatch,1454958581512547709,68.000
heartrate,smartwatch,1454958581645500261,69.000
heartrate,smartwatch,1454958582011518802,70.000
heartrate,smartwatch,1454958582753574218,71.000
heartrate,smartwatch,1454958583375575469,72.000
heartrate,smartwatch,1454958583766502917,71.000
heartrate,smartwatch,1454958584142547136,71.000
heartrate,smartwatch,1454958585150550990,70.000
heartrate,smartwatch,1454958585392572136,69.000
heartrate,smartwatch,1454958585891549323,68.000
heartrate,smartwatch,1454958586469519948,66.000
heartrate,smartwatch,1454958587085561771,67.000
heartrate,smartwatch,1454958587949549114,68.000
heartrate,smartwatch,1454958588711476823,67.000
heartrate,smartwatch,1454958589576514115,67.000
heartrate,smartwatch,1454958589966419688,67.000
heartrate,smartwatch,1454958590219519584,66.000
heartrate,smartwatch,1454958590586545469,66.000
heartrate,smartwatch,1454958591575573958,66.000
heartrate,smartwatch,1454958592079550833,66.000
heartrate,smartwatch,1454958592326547188,66.000
heartrate,smartwatch,1454958592715545417,65.000
heartrate,smartwatch,1454958593085573437,65.000
heartrate,smartwatch,1454958593332537083,65.000
heartrate,smartwatch,1454958593462517135,64.000
heartrate,smartwatch,1454958593733422917,63.000
heartrate,smartwatch,1454958594599516302,64.000
heartrate,smartwatch,1454958594720548333,63.000
heartrate,smartwatch,1454958594849460938,64.000
heartrate,smartwatch,1454958595109547813,64.000
heartrate,smartwatch,1454958595865574323,65.000
heartrate,smartwatch,1454958596152523438,65.000
heartrate,smartwatch,1454958597856548177,64.000
heartrate,smartwatch,1454958598547416719,64.000
heartrate,smartwatch,1454958598821513906,64.000
heartrate,smartwatch,1454958598963493438,65.000
heartrate,smartwatch,1454958599089515313,65.000
heartrate,smartwatch,1454958599326571927,65.000
heartrate,smartwatch,1454958599695573906,65.000
heartrate,smartwatch,1454958599822551458,66.000
heartrate,smartwatch,1454958599946520000,66.000
heartrate,smartwatch,1454958600405473542,67.000
heartrate,smartwatch,1454958600789549063,68.000
heartrate,smartwatch,1454958600932551146,69.000
heartrate,smartwatch,1454958601216522083,69.000
heartrate,smartwatch,1454958601347484844,70.000
heartrate,smartwatch,1454958601851574948,71.000
heartrate,smartwatch,1454958602106518907,71.000
heartrate,smartwatch,1454958602229550156,72.000
heartrate,smartwatch,1454958602727516146,73.000
