sensor_type,device_type,timestamps,lux
light,smartphone,1454959581674713125,40.000
light,smartphone,1454959581852731354,25.000
light,smartphone,1454959582209747709,64.000
light,smartphone,1454959582388506250,40.000
light,smartphone,1454959582567280000,36.000
light,smartphone,1454959582743344687,15.000
light,smartphone,1454959582921126198,9.000
light,smartphone,1454959583099049636,9.000
light,smartphone,1454959583275623541,9.000
light,smartphone,1454959583453647969,9.000
light,smartphone,1454959583632360417,9.000
light,smartphone,1454959583809692812,11.000
light,smartphone,1454959583987692031,39.000
light,smartphone,1454959584344761354,78.000
light,smartphone,1454959584523232084,75.000
light,smartphone,1454959584699535000,64.000
light,smartphone,1454959584879209948,66.000
light,smartphone,1454959585233927343,36.000
light,smartphone,1454959585410694792,16.000
light,smartphone,1454959585588731250,11.000
light,smartphone,1454959585766695313,21.000
light,smartphone,1454959585945170052,40.000
light,smartphone,1454959586304394009,46.000
light,smartphone,1454959586479220208,64.000
light,smartphone,1454959586658322760,70.000
light,smartphone,1454959586835125156,64.000
light,smartphone,1454959587191525677,64.000
light,smartphone,1454959587370799636,64.000
light,smartphone,1454959587547063802,54.000
light,smartphone,1454959587723909843,54.000
light,smartphone,1454959587902555364,21.000
light,smartphone,1454959588258546146,31.000
light,smartphone,1454959588436465573,54.000
light,smartphone,1454959588613627240,40.000
light,smartphone,1454959588792813073,38.000
light,smartphone,1454959588971348438,42.000
light,smartphone,1454959589326600937,54.000
light,smartphone,1454959589505160260,54.000
light,smartphone,1454959589682670521,40.000
light,smartphone,1454959589858507292,54.000
light,smartphone,1454959590216558281,40.000
light,smartphone,1454959590394569792,54.000
light,smartphone,1454959590572491303,40.000
light,smartphone,1454959590749935521,40.000
light,smartphone,1454959590928298177,40.000
light,smartphone,1454959591104726718,40.000
light,smartphone,1454959591282544323,40.000
light,smartphone,1454959591460951094,40.000
light,smartphone,1454959591639325625,40.000
light,smartphone,1454959591816256458,40.000
light,smartphone,1454959591994575885,40.000
light,smartphone,1454959592351182656,40.000
light,smartphone,1454959592529164271,54.000
light,smartphone,1454959592706895624,40.000
light,smartphone,1454959592884744635,40.000
light,smartphone,1454959593240155260,40.000
light,smartphone,1454959593417145677,40.000
light,smartphone,1454959593596483698,54.000
light,smartphone,1454959593774288438,54.000
light,smartphone,1454959593951201719,54.000
light,smartphone,1454959594309500989,54.000
light,smartphone,1454959594485280989,54.000
light,smartphone,1454959594664935312,54.000
light,smartphone,1454959594842506979,40.000
light,smartphone,1454959595197326145,25.000
light,smartphone,1454959595374681875,4.000
light,smartphone,1454959595553012136,0.000
light,smartphone,1454959595731586563,0.000
light,smartphone,1454959595908827553,3.000
light,smartphone,1454959596265307656,0.000
light,smartphone,1454959596443433542,0.000
light,smartphone,1454959596620510000,0.000
light,smartphone,1454959596798846562,0.000
light,smartphone,1454959596977592500,0.000
light,smartphone,1454959597334542292,0.000
light,smartphone,1454959597512690260,0.000
light,smartphone,1454959597690677135,0.000
light,smartphone,1454959597869790834,0.000
light,smartphone,1454959598222387344,0.000
light,smartphone,1454959598400484792,0.000
light,smartphone,1454959598578507761,0.000
light,smartphone,1454959598755524948,0.000
light,smartphone,1454959598935386250,0.000
light,smartphone,1454959599111604115,0.000
light,smartphone,1454959599288950260,0.000
light,smartphone,1454959599468668699,0.000
light,smartphone,1454959599647689480,0.000
light,smartphone,1454959599823488229,0.000
light,smartphone,1454959600178664948,0.000
light,smartphone,1454959600357660886,0.000
light,smartphone,1454959600535155468,0.000
light,smartphone,1454959600713486823,0.000
light,smartphone,1454959600891514739,0.000
light,smartphone,1454959601251752605,0.000
light,smartphone,1454959601426626562,0.000
light,smartphone,1454959601604501093,0.000
light,smartphone,1454959601782646355,0.000
light,smartphone,1454959601960667969,0.000
light,smartphone,1454959602314488803,0.000
light,smartphone,1454959602492477239,0.000
light,smartphone,1454959602672694376,0.000
light,smartphone,1454959602850829635,0.000
light,smartphone,1454959603203886458,0.000
light,smartphone,1454959603381666198,0.000
light,smartphone,1454959603559490521,0.000
light,smartphone,1454959603737914531,0.000
light,smartphone,1454959603919009636,0.000
light,smartphone,1454959604272503490,0.000
light,smartphone,1454959604448604740,0.000
light,smartphone,1454959604627500625,0.000
light,smartphone,1454959604807831979,0.000
light,smartphone,1454959604983495261,0.000
light,smartphone,1454959605338969896,0.000
light,smartphone,1454959605518671666,0.000
light,smartphone,1454959605694535260,0.000
light,smartphone,1454959605872536041,0.000
light,smartphone,1454959606228107240,0.000
light,smartphone,1454959606405330365,0.000
light,smartphone,1454959606585811666,0.000
light,smartphone,1454959606762658802,0.000
light,smartphone,1454959606940686146,0.000
light,smartphone,1454959607118266823,0.000
light,smartphone,1454959607296205520,0.000
light,smartphone,1454959607474615886,0.000
light,smartphone,1454959607652657448,0.000
light,smartphone,1454959607829862864,0.000
light,smartphone,1454959608186317239,0.000
light,smartphone,1454959608363630782,0.000
light,smartphone,1454959608541640573,0.000
light,smartphone,1454959608719836510,0.000
light,smartphone,1454959608896891145,0.000
light,smartphone,1454959609253068020,0.000
light,smartphone,1454959609431000573,0.000
light,smartphone,1454959609608337708,0.000
light,smartphone,1454959609786887083,0.000
light,smartphone,1454959609965045833,0.000
light,smartphone,1454959610321273594,0.000
light,smartphone,1454959610499354844,0.000
light,smartphone,1454959610678586615,0.000
light,smartphone,1454959610856512707,0.000
light,smartphone,1454959611212643177,0.000
light,smartphone,1454959611389634115,0.000
light,smartphone,1454959611566286927,0.000
light,smartphone,1454959611746493697,0.000
light,smartphone,1454959611922481406,0.000
light,smartphone,1454959612278470573,0.000
light,smartphone,1454959612457592083,0.000
light,smartphone,1454959612635467135,0.000
light,smartphone,1454959612812234792,0.000
light,smartphone,1454959612990484114,0.000
light,smartphone,1454959613348744948,0.000
light,smartphone,1454959613524776562,0.000
light,smartphone,1454959613703589375,0.000
light,smartphone,1454959613881601875,0.000
light,smartphone,1454959614235195886,0.000
light,smartphone,1454959614411765313,0.000
light,smartphone,1454959614592175937,0.000
light,smartphone,1454959614772805001,0.000
light,smartphone,1454959614948523959,0.000
light,smartphone,1454959615123886250,0.000
light,smartphone,1454959615302050625,0.000
light,smartphone,1454959615481664375,0.000
light,smartphone,1454959615658594480,0.000
light,smartphone,1454959615839918958,0.000
light,smartphone,1454959616194556667,0.000
light,smartphone,1454959616369605417,0.000
light,smartphone,1454959616547691667,0.000
light,smartphone,1454959616728603437,0.000
light,smartphone,1454959616904503854,0.000
light,smartphone,1454959617260186823,0.000
light,smartphone,1454959617439629272,0.000
light,smartphone,1454959617615716094,0.000
light,smartphone,1454959617794314426,0.000
light,smartphone,1454959617971504791,0.000
light,smartphone,1454959618327530208,0.000
light,smartphone,1454959618504935938,0.000
light,smartphone,1454959618684708854,0.000
light,smartphone,1454959618861496094,0.000
light,smartphone,1454959619216824010,0.000
light,smartphone,1454959619395486615,0.000
light,smartphone,1454959619572898958,0.000
light,smartphone,1454959619752555834,0.000
light,smartphone,1454959619930537396,0.000
light,smartphone,1454959620284471354,0.000
light,smartphone,1454959620461550626,0.000
light,smartphone,1454959620640181823,0.000
light,smartphone,1454959620818286146,0.000
light,smartphone,1454959620996026510,0.000
light,smartphone,1454959621349969480,0.000
light,smartphone,1454959621529931354,0.000
light,smartphone,1454959621708283958,0.000
light,smartphone,1454959621885526562,0.000
light,smartphone,1454959622241309271,0.000
light,smartphone,1454959622420784427,0.000
light,smartphone,1454959622597909479,0.000
light,smartphone,1454959622774648907,0.000
light,smartphone,1454959622953380313,0.000
light,smartphone,1454959623130647864,0.000
light,smartphone,1454959623309347240,0.000
light,smartphone,1454959623486267812,0.000
light,smartphone,1454959623664673073,0.000
light,smartphone,1454959623843169531,0.000
light,smartphone,1454959624198311146,0.000
light,smartphone,1454959624376091718,0.000
light,smartphone,1454959624553951927,0.000
light,smartphone,1454959624735518176,0.000
light,smartphone,1454959624910188594,0.000
light,smartphone,1454959625265952239,0.000
light,smartphone,1454959625621565000,0.000
light,smartphone,1454959625800712396,0.000
light,smartphone,1454959625979821146,0.000
light,smartphone,1454959626333616771,0.000
light,smartphone,1454959626511452344,0.000
light,smartphone,1454959626690613698,0.000
light,smartphone,1454959626866919375,0.000
light,smartphone,1454959627223467240,0.000
light,smartphone,1454959627401165157,0.000
light,smartphone,1454959627579410833,0.000
light,smartphone,1454959627758649584,0.000
light,smartphone,1454959627936603124,0.000
light,smartphone,1454959628291486198,0.000
light,smartphone,1454959628469371093,0.000
light,smartphone,1454959628647518230,0.000
light,smartphone,1454959628825775781,0.000
light,smartphone,1454959629181506302,0.000
light,smartphone,1454959629358476511,0.000
light,smartphone,1454959629536342499,0.000
light,smartphone,1454959629714502240,0.000
light,smartphone,1454959629893342031,0.000
light,smartphone,1454959630248354115,0.000
light,smartphone,1454959630426193176,0.000
light,smartphone,1454959630604492864,0.000
light,smartphone,1454959630783706146,0.000
light,smartphone,1454959630961675261,0.000
light,smartphone,1454959631138408907,0.000
light,smartphone,1454959631315609218,0.000
light,smartphone,1454959631494596718,0.000
light,smartphone,1454959631671494219,0.000
light,smartphone,1454959631850688542,0.000
light,smartphone,1454959632205206927,0.000
light,smartphone,1454959632385713958,0.000
light,smartphone,1454959632560521667,0.000
light,smartphone,1454959632740697136,0.000
light,smartphone,1454959632917492396,0.000
light,smartphone,1454959633273188282,0.000
light,smartphone,1454959633450498646,0.000
light,smartphone,1454959633630522084,0.000
light,smartphone,1454959633808696146,0.000
light,smartphone,1454959633986575625,0.000
light,smartphone,1454959634342503177,0.000
light,smartphone,1454959634519669167,0.000
light,smartphone,1454959634699963698,0.000
light,smartphone,1454959634876504426,0.000
light,smartphone,1454959635229275052,0.000
light,smartphone,1454959635406536093,0.000
light,smartphone,1454959635584593854,0.000
light,smartphone,1454959635762700677,0.000
light,smartphone,1454959635941352032,0.000
light,smartphone,1454959636297667552,0.000
light,smartphone,1454959636475470260,0.000
light,smartphone,1454959636653424531,0.000
light,smartphone,1454959636831241927,0.000
light,smartphone,1454959637186865156,0.000
light,smartphone,1454959637364991562,0.000
light,smartphone,1454959637543409792,0.000
light,smartphone,1454959637720551771,0.000
light,smartphone,1454959637897914948,0.000
light,smartphone,1454959638254233334,0.000
light,smartphone,1454959638432031302,0.000
light,smartphone,1454959638609807343,0.000
light,smartphone,1454959638791189323,0.000
light,smartphone,1454959638966187708,0.000
light,smartphone,1454959639143963906,0.000
light,smartphone,1454959639321303541,0.000
light,smartphone,1454959639499173125,0.000
light,smartphone,1454959639681120625,0.000
light,smartphone,1454959639855287604,0.000
light,smartphone,1454959640211284740,0.000
light,smartphone,1454959640390316146,0.000
light,smartphone,1454959640569317761,0.000
light,smartphone,1454959640744210313,0.000
light,smartphone,1454959640923486562,0.000
light,smartphone,1454959641279481354,0.000
light,smartphone,1454959641457511458,0.000
light,smartphone,1454959641634922136,0.000
light,smartphone,1454959641812586146,0.000
light,smartphone,1454959641992619948,0.000
light,smartphone,1454959642348634376,0.000
light,smartphone,1454959642526336146,0.000
light,smartphone,1454959642702520261,0.000
light,smartphone,1454959642882629167,0.000
light,smartphone,1454959643239625522,0.000
light,smartphone,1454959643411639114,0.000
light,smartphone,1454959643592317968,0.000
light,smartphone,1454959643771025052,0.000
light,smartphone,1454959643947356979,0.000
light,smartphone,1454959644304462083,0.000
light,smartphone,1454959644483408698,0.000
light,smartphone,1454959644660449896,0.000
light,smartphone,1454959644840360417,0.000
light,smartphone,1454959645193463646,0.000
light,smartphone,1454959645373532187,0.000
light,smartphone,1454959645551529376,0.000
light,smartphone,1454959645726428489,0.000
light,smartphone,1454959645904073698,0.000
light,smartphone,1454959646260708906,0.000
light,smartphone,1454959646438505469,0.000
light,smartphone,1454959646616573072,0.000
light,smartphone,1454959646796588125,0.000
light,smartphone,1454959646974548281,0.000
light,smartphone,1454959647150142552,0.000
light,smartphone,1454959647328497812,0.000
light,smartphone,1454959647508695313,0.000
light,smartphone,1454959647684496510,0.000
light,smartphone,1454959647862490365,0.000
light,smartphone,1454959648218502240,0.000
light,smartphone,1454959648398665678,0.000
light,smartphone,1454959648574406667,0.000
light,smartphone,1454959648753669948,0.000
light,smartphone,1454959648930489740,0.000
light,smartphone,1454959649285809531,54.000
light,smartphone,1454959649463567344,64.000
light,smartphone,1454959649640441459,77.000
light,smartphone,1454959649818613021,74.000
light,smartphone,1454959649996596562,71.000
light,smartphone,1454959650352430521,19.000
light,smartphone,1454959650530542500,11.000
light,smartphone,1454959650708403073,15.000
light,smartphone,1454959650888137813,31.000
light,smartphone,1454959651242248073,74.000
light,smartphone,1454959651420009583,71.000
light,smartphone,1454959651598379062,70.000
light,smartphone,1454959651775245573,66.000
light,smartphone,1454959651954869844,54.000
light,smartphone,1454959652310840886,40.000
light,smartphone,1454959652488106979,25.000
light,smartphone,1454959652665486094,25.000
light,smartphone,1454959652844197500,25.000
light,smartphone,1454959653199343750,78.000
light,smartphone,1454959653377333021,70.000
light,smartphone,1454959653554537187,70.000
light,smartphone,1454959653732598959,25.000
light,smartphone,1454959653910550990,29.000
light,smartphone,1454959654268447396,19.000
light,smartphone,1454959654446301666,35.000
light,smartphone,1454959654623573645,36.000
light,smartphone,1454959654801271198,31.000
light,smartphone,1454959654978793177,26.000
light,smartphone,1454959655155660521,31.000
light,smartphone,1454959655334506198,26.000
light,smartphone,1454959655512229740,21.000
light,smartphone,1454959655689985833,11.000
light,smartphone,1454959655866487240,14.000
light,smartphone,1454959656223623907,9.000
light,smartphone,1454959656402086875,9.000
light,smartphone,1454959656580643230,9.000
light,smartphone,1454959656759716875,9.000
light,smartphone,1454959656936400104,11.000
light,smartphone,1454959657292410156,40.000
light,smartphone,1454959657469403334,36.000
light,smartphone,1454959657647916823,19.000
light,smartphone,1454959657825421718,14.000
light,smartphone,1454959658181491980,15.000
light,smartphone,1454959658361184792,19.000
light,smartphone,1454959658536787709,25.000
light,smartphone,1454959658715477551,21.000
light,smartphone,1454959658892753386,11.000
light,smartphone,1454959659249440104,0.000
light,smartphone,1454959659428634687,0.000
light,smartphone,1454959659605496771,0.000
light,smartphone,1454959659962697865,0.000
light,smartphone,1454959660318871928,0.000
light,smartphone,1454959660496512499,0.000
light,smartphone,1454959660673483386,0.000
light,smartphone,1454959660852632449,0.000
light,smartphone,1454959661212899895,0.000
light,smartphone,1454959661382821041,0.000
light,smartphone,1454959661562502292,0.000
light,smartphone,1454959661741160521,0.000
light,smartphone,1454959661919126407,0.000
light,smartphone,1454959662274498229,0.000
light,smartphone,1454959662452163490,0.000
light,smartphone,1454959662629484010,0.000
light,smartphone,1454959662807588594,0.000
light,smartphone,1454959662985945416,0.000
light,smartphone,1454959663162871198,0.000
light,smartphone,1454959663341474688,0.000
light,smartphone,1454959663521660105,0.000
light,smartphone,1454959663698648594,0.000
light,smartphone,1454959663877861146,0.000
light,smartphone,1454959664231486198,0.000
light,smartphone,1454959664409512240,0.000
light,smartphone,1454959664586353333,0.000
light,smartphone,1454959664766593437,0.000
light,smartphone,1454959664942480521,0.000
light,smartphone,1454959665299628385,0.000
light,smartphone,1454959665477022812,0.000
light,smartphone,1454959665653168646,0.000
light,smartphone,1454959665833905573,0.000
light,smartphone,1454959666188351615,0.000
light,smartphone,1454959666366562916,0.000
light,smartphone,1454959666543430886,0.000
light,smartphone,1454959666721715417,0.000
light,smartphone,1454959666900206042,0.000
light,smartphone,1454959667257704584,0.000
light,smartphone,1454959667434973281,0.000
light,smartphone,1454959667612022709,0.000
light,smartphone,1454959667788556302,0.000
light,smartphone,1454959667968509063,0.000
light,smartphone,1454959668323313958,0.000
light,smartphone,1454959668501684427,0.000
light,smartphone,1454959668679097396,0.000
light,smartphone,1454959668857622448,0.000
light,smartphone,1454959669212500625,0.000
light,smartphone,1454959669391638541,0.000
light,smartphone,1454959669568918958,0.000
light,smartphone,1454959669747902136,0.000
light,smartphone,1454959669923782916,0.000
light,smartphone,1454959670279674531,0.000
light,smartphone,1454959670458291823,0.000
light,smartphone,1454959670635487239,0.000
light,smartphone,1454959670815488281,0.000
light,smartphone,1454959670993487395,0.000
light,smartphone,1454959671169650521,0.000
light,smartphone,1454959671348466875,0.000
light,smartphone,1454959671526271562,0.000
light,smartphone,1454959671705497134,0.000
light,smartphone,1454959671883444374,0.000
light,smartphone,1454959672237467240,0.000
light,smartphone,1454959672423489428,0.000
light,smartphone,1454959672593708646,0.000
light,smartphone,1454959672773483646,0.000
light,smartphone,1454959672949478698,0.000
light,smartphone,1454959673305463803,0.000
light,smartphone,1454959673484486458,0.000
light,smartphone,1454959673662591406,0.000
light,smartphone,1454959673840601615,0.000
light,smartphone,1454959674194933333,0.000
light,smartphone,1454959674374406510,0.000
light,smartphone,1454959674552607396,0.000
light,smartphone,1454959674728495834,0.000
light,smartphone,1454959674908605209,0.000
light,smartphone,1454959675264433332,0.000
light,smartphone,1454959675438559323,0.000
light,smartphone,1454959675619790886,0.000
light,smartphone,1454959675795366771,0.000
light,smartphone,1454959675973468281,0.000
light,smartphone,1454959676329459427,0.000
light,smartphone,1454959676506973438,0.000
light,smartphone,1454959676687644219,0.000
light,smartphone,1454959676861726250,0.000
light,smartphone,1454959677220614896,0.000
light,smartphone,1454959677401585208,0.000
light,smartphone,1454959677575642396,0.000
light,smartphone,1454959677754562448,0.000
light,smartphone,1454959677932585000,0.000
light,smartphone,1454959678287040781,0.000
light,smartphone,1454959678465502917,0.000
light,smartphone,1454959678644507968,0.000
light,smartphone,1454959678822605157,0.000
light,smartphone,1454959678998790417,0.000
light,smartphone,1454959679177678178,0.000
light,smartphone,1454959679356494740,0.000
light,smartphone,1454959679533501928,0.000
light,smartphone,1454959679711598542,0.000
light,smartphone,1454959679889593959,0.000
light,smartphone,1454959680243806145,0.000
light,smartphone,1454959680420640573,0.000
light,smartphone,1454959680598600000,0.000
light,smartphone,1454959680777282084,0.000
light,smartphone,1454959680955357865,0.000
light,smartphone,1454959681312299063,0.000
light,smartphone,1454959681488555104,0.000
light,smartphone,1454959681666470937,0.000
light,smartphone,1454959681845291146,0.000
light,smartphone,1454959682200563126,0.000
light,smartphone,1454959682378680938,0.000
light,smartphone,1454959682556112969,0.000
light,smartphone,1454959682734411927,0.000
light,smartphone,1454959682911352344,0.000
light,smartphone,1454959683271378803,0.000
light,smartphone,1454959683445557814,0.000
light,smartphone,1454959683623961094,0.000
light,smartphone,1454959683801169948,0.000
light,smartphone,1454959683979600678,0.000
light,smartphone,1454959684336306874,0.000
light,smartphone,1454959684514292709,0.000
light,smartphone,1454959684692354896,0.000
light,smartphone,1454959684870455261,0.000
light,smartphone,1454959685225878281,0.000
light,smartphone,1454959685403438333,0.000
light,smartphone,1454959685581536250,0.000
light,smartphone,1454959685758679271,0.000
light,smartphone,1454959685936547605,0.000
light,smartphone,1454959686293506146,0.000
light,smartphone,1454959686470531250,0.000
light,smartphone,1454959686649079427,0.000
light,smartphone,1454959686828617135,0.000
light,smartphone,1454959687006531093,0.000
light,smartphone,1454959687184390521,0.000
light,smartphone,1454959687361699219,0.000
light,smartphone,1454959687538495469,0.000
light,smartphone,1454959687718678855,0.000
light,smartphone,1454959687895561145,0.000
light,smartphone,1454959688250492500,0.000
light,smartphone,1454959688429422813,0.000
light,smartphone,1454959688606749010,0.000
light,smartphone,1454959688786488593,0.000
light,smartphone,1454959688962491510,0.000
light,smartphone,1454959689319391772,0.000
light,smartphone,1454959689496390208,0.000
light,smartphone,1454959689675476666,0.000
light,smartphone,1454959689852680885,0.000
light,smartphone,1454959690208480417,0.000
light,smartphone,1454959690388666250,0.000
light,smartphone,1454959690565322708,0.000
light,smartphone,1454959690742481719,0.000
light,smartphone,1454959690920666563,0.000
light,smartphone,1454959691276585780,0.000
light,smartphone,1454959691453510729,0.000
light,smartphone,1454959691632591927,0.000
light,smartphone,1454959691810664844,0.000
light,smartphone,1454959691988594792,0.000
light,smartphone,1454959692342494792,0.000
light,smartphone,1454959692520478177,0.000
light,smartphone,1454959692699462813,0.000
light,smartphone,1454959692877664167,0.000
light,smartphone,1454959693234466302,0.000
light,smartphone,1454959693410496250,0.000
light,smartphone,1454959693589585521,0.000
light,smartphone,1454959693767687553,0.000
light,smartphone,1454959693945577135,0.000
light,smartphone,1454959694299486615,0.000
light,smartphone,1454959694479583646,0.000
light,smartphone,1454959694658831511,0.000
light,smartphone,1454959694835445520,0.000
light,smartphone,1454959695012293646,0.000
light,smartphone,1454959695188767344,0.000
light,smartphone,1454959695367183438,0.000
light,smartphone,1454959695544749844,0.000
light,smartphone,1454959695722677083,0.000
light,smartphone,1454959695901144636,0.000
light,smartphone,1454959696255525573,0.000
light,smartphone,1454959696434485833,0.000
light,smartphone,1454959696611971719,0.000
light,smartphone,1454959696790522969,0.000
light,smartphone,1454959696969475938,0.000
light,smartphone,1454959697324340365,0.000
light,smartphone,1454959697502039948,0.000
light,smartphone,1454959697679631563,0.000
light,smartphone,1454959697858496667,0.000
light,smartphone,1454959698213700260,0.000
light,smartphone,1454959698391947604,0.000
light,smartphone,1454959698568949427,0.000
light,smartphone,1454959698747656824,0.000
light,smartphone,1454959698925977812,0.000
light,smartphone,1454959699281005208,0.000
light,smartphone,1454959699458749532,0.000
light,smartphone,1454959699636585990,0.000
light,smartphone,1454959699816543542,0.000
light,smartphone,1454959699992874115,0.000
light,smartphone,1454959700352107084,0.000
light,smartphone,1454959700528804375,0.000
light,smartphone,1454959700704490157,0.000
light,smartphone,1454959700884532135,0.000
light,smartphone,1454959701238787448,0.000
light,smartphone,1454959701418547032,0.000
light,smartphone,1454959701596626979,0.000
light,smartphone,1454959701775586874,0.000
light,smartphone,1454959701952402448,0.000
light,smartphone,1454959702305641041,0.000
light,smartphone,1454959702484493750,0.000
light,smartphone,1454959702662465990,0.000
light,smartphone,1454959702841656354,0.000
light,smartphone,1454959703021406719,0.000
light,smartphone,1454959703197497552,0.000
light,smartphone,1454959703373151771,0.000
light,smartphone,1454959703553250104,0.000
light,smartphone,1454959703729483334,0.000
light,smartphone,1454959703909436354,0.000
light,smartphone,1454959704256414844,0.000
light,smartphone,1454959704442588906,0.000
light,smartphone,1454959704618507917,0.000
light,smartphone,1454959704798560626,0.000
light,smartphone,1454959704975487135,0.000
light,smartphone,1454959705331472448,0.000
light,smartphone,1454959705508327968,0.000
light,smartphone,1454959705686616718,0.000
light,smartphone,1454959705866140364,0.000
light,smartphone,1454959706220478021,0.000
light,smartphone,1454959706399278229,0.000
light,smartphone,1454959706577452813,0.000
light,smartphone,1454959706755521614,0.000
light,smartphone,1454959706932034375,0.000
light,smartphone,1454959707288465625,0.000
light,smartphone,1454959707466374010,0.000
light,smartphone,1454959707645438853,0.000
light,smartphone,1454959707821535364,0.000
light,smartphone,1454959708177194896,0.000
light,smartphone,1454959708394994948,0.000
light,smartphone,1454959708533691302,0.000
light,smartphone,1454959708712062397,0.000
light,smartphone,1454959708890181094,0.000
light,smartphone,1454959709248137761,0.000
light,smartphone,1454959709423475157,0.000
light,smartphone,1454959709600473750,0.000
light,smartphone,1454959709778462969,0.000
light,smartphone,1454959709959826302,0.000
light,smartphone,1454959710312461406,0.000
light,smartphone,1454959710490183073,0.000
light,smartphone,1454959710667513073,0.000
light,smartphone,1454959710846186615,0.000
light,smartphone,1454959711023555729,0.000
light,smartphone,1454959711201341042,0.000
light,smartphone,1454959711379285782,0.000
light,smartphone,1454959711557165730,0.000
light,smartphone,1454959711735266459,0.000
light,smartphone,1454959711913488801,0.000
light,smartphone,1454959712269035834,0.000
light,smartphone,1454959712457175260,0.000
light,smartphone,1454959712624641823,0.000
light,smartphone,1454959712803634427,0.000
light,smartphone,1454959712981340417,0.000
light,smartphone,1454959713337742761,0.000
light,smartphone,1454959713515275573,0.000
light,smartphone,1454959713694827084,0.000
light,smartphone,1454959713871662291,0.000
light,smartphone,1454959714227352187,0.000
light,smartphone,1454959714404721405,0.000
light,smartphone,1454959714583694271,0.000
light,smartphone,1454959714761324531,0.000
light,smartphone,1454959714938587188,0.000
light,smartphone,1454959715293696823,0.000
light,smartphone,1454959715471480260,0.000
light,smartphone,1454959715649846406,0.000
light,smartphone,1454959715829855104,0.000
light,smartphone,1454959716182498542,0.000
light,smartphone,1454959716361640625,0.000
light,smartphone,1454959716540792969,0.000
light,smartphone,1454959716720585626,0.000
light,smartphone,1454959716898828438,0.000
light,smartphone,1454959717253557083,0.000
light,smartphone,1454959717434586302,0.000
light,smartphone,1454959717609598646,0.000
light,smartphone,1454959717784181771,0.000
light,smartphone,1454959717963740521,0.000
light,smartphone,1454959718319487500,0.000
light,smartphone,1454959718497681615,0.000
light,smartphone,1454959718675467864,0.000
light,smartphone,1454959718854438697,0.000
light,smartphone,1454959719030270990,0.000
light,smartphone,1454959719209218542,0.000
light,smartphone,1454959719386790833,0.000
light,smartphone,1454959719564487135,0.000
light,smartphone,1454959719742712864,0.000
light,smartphone,1454959719923894062,0.000
light,smartphone,1454959720275787812,0.000
light,smartphone,1454959720453214792,0.000
light,smartphone,1454959720632477084,0.000
light,smartphone,1454959720811630000,0.000
light,smartphone,1454959720988578907,0.000
light,smartphone,1454959721347764219,0.000
light,smartphone,1454959721524633125,0.000
light,smartphone,1454959721699483958,0.000
light,smartphone,1454959721880778594,0.000
light,smartphone,1454959722236962551,0.000
light,smartphone,1454959722412622239,0.000
light,smartphone,1454959722589475781,0.000
light,smartphone,1454959722768598021,0.000
light,smartphone,1454959722945564948,0.000
light,smartphone,1454959723299680782,0.000
light,smartphone,1454959723481849062,0.000
light,smartphone,1454959723658620469,0.000
light,smartphone,1454959723848185365,0.000
light,smartphone,1454959724189945781,0.000
light,smartphone,1454959724368865469,0.000
light,smartphone,1454959724549736719,0.000
light,smartphone,1454959724726494010,0.000
light,smartphone,1454959724904307344,0.000
light,smartphone,1454959725256812031,0.000
light,smartphone,1454959725435521146,0.000
light,smartphone,1454959725615490833,0.000
light,smartphone,1454959725791263802,0.000
light,smartphone,1454959725968619584,0.000
light,smartphone,1454959726326134426,0.000
light,smartphone,1454959726502837708,0.000
light,smartphone,1454959726680644688,0.000
light,smartphone,1454959726858883334,0.000
light,smartphone,1454959727036552708,0.000
light,smartphone,1454959727215355729,0.000
light,smartphone,1454959727392658334,0.000
light,smartphone,1454959727570930781,0.000
light,smartphone,1454959727750112032,0.000
light,smartphone,1454959727926050312,0.000
light,smartphone,1454959728282361094,0.000
light,smartphone,1454959728464171563,0.000
light,smartphone,1454959728638508750,0.000
light,smartphone,1454959728816298385,0.000
light,smartphone,1454959728993301980,0.000
light,smartphone,1454959729349005989,0.000
light,smartphone,1454959729528894740,0.000
light,smartphone,1454959729705286719,0.000
light,smartphone,1454959729883265573,0.000
light,smartphone,1454959730242941251,0.000
light,smartphone,1454959730416583749,0.000
light,smartphone,1454959730595667968,0.000
light,smartphone,1454959730775434322,0.000
light,smartphone,1454959730953595990,0.000
light,smartphone,1454959731307487031,0.000
light,smartphone,1454959731485489114,0.000
light,smartphone,1454959731665265832,0.000
light,smartphone,1454959731842609740,0.000
light,smartphone,1454959732197472084,0.000
light,smartphone,1454959732376377448,0.000
light,smartphone,1454959732552566406,0.000
light,smartphone,1454959732732603542,0.000
light,smartphone,1454959732910614583,0.000
light,smartphone,1454959733267890677,0.000
light,smartphone,1454959733444411458,0.000
light,smartphone,1454959733622429532,0.000
light,smartphone,1454959733799615104,0.000
light,smartphone,1454959733979915208,0.000
light,smartphone,1454959734332124011,0.000
light,smartphone,1454959734509912656,0.000
light,smartphone,1454959734687858438,0.000
light,smartphone,1454959734865690989,0.000
light,smartphone,1454959735042278229,0.000
light,smartphone,1454959735220193281,0.000
light,smartphone,1454959735398865261,0.000
light,smartphone,1454959735576632865,0.000
light,smartphone,1454959735754019687,0.000
light,smartphone,1454959735933166510,0.000
light,smartphone,1454959736288412865,0.000
light,smartphone,1454959736467808073,0.000
light,smartphone,1454959736644746094,0.000
